geslacht,gebjaar,aantalhh,burgstat,nettoink,oplcat
2,1989,2,5,0,3
1,1963,5,1,2250,3
2,1945,2,1,70,4
1,1952,4,1,1850,5
2,1994,8,5,0,1
1,1970,5,5,2000,4
2,1954,2,1,1250,5
2,1977,3,1,1735,6
2,1961,5,1,1640,3
2,1950,2,1,750,2
1,1964,5,1,1507,2
2,1934,1,3,1388,5
2,1946,2,1,0,2
2,1957,3,1,2000,5
2,1969,5,1,763,3
1,1973,3,5,1900,4
2,1953,2,1,1550,2
2,1957,3,1,500,3
2,1994,5,5,0,1
1,1977,4,5,1550,2
2,1990,4,5,0,4
2,1962,4,1,613,2
2,1992,4,5,0,1
1,1997,5,5,0,1
2,1983,2,5,1150,4
2,1959,1,5,703,2
1,1998,6,5,0,1
2,1974,4,1,1400,5
2,1970,3,5,1841,5
2,1971,4,1,1100,4
1,2002,4,5,0,1
2,1996,7,5,0,1
2,1973,1,5,2000,6
1,1964,7,5,1750,4
2,1970,1,5,3400,6
2,1998,5,5,0,1
1,1940,2,1,1750,2
1,1948,2,1,1200,2
2,1991,4,5,0,1
1,1970,4,1,2900,5
2,1988,4,5,250,1
2,1971,4,1,1000,4
1,1994,6,5,0,1
2,2000,4,5,0,1
1,1951,1,3,1142,2
2,1963,2,5,-14,5
2,1943,1,4,852,1
2,1992,4,5,0,1
2,1941,2,1,1000,2
1,1955,3,1,1500,1
2,1961,1,3,4000,5
2,1955,4,1,0,3
1,1964,3,1,-14,3
2,1989,4,5,150,3
1,1980,2,1,1500,4
2,1999,2,5,0,1
1,1989,3,5,0,1
1,1956,3,1,1850,3
2,1965,4,1,1250,4
2,1975,3,5,2250,5
2,1967,5,1,1000,6
1,2000,4,5,0,1
2,1952,2,1,0,2
2,1945,2,1,50,2
1,1955,2,1,2600,5
2,1973,2,1,1300,5
1,1960,4,1,2750,4
1,1978,2,1,1600,4
2,1974,5,1,525,5
2,1940,2,1,697,2
1,2003,3,5,0,1
2,1969,4,1,1000,4
2,1944,2,1,595,2
2,2000,4,5,0,1
1,1994,4,5,0,1
2,1989,4,5,50,2
2,1967,4,1,0,2
2,2000,4,5,0,1
2,1976,2,5,1300,3
2,1976,4,1,0,4
2,2003,4,5,0,1
1,2006,3,5,0,NA
1,1955,5,1,2450,5
2,1975,1,5,1700,4
2,1957,2,1,2000,5
1,1948,2,1,1805,6
2,1957,3,1,0,4
1,1965,1,5,1500,2
1,1981,2,5,1800,4
1,1962,4,1,2600,4
1,1960,3,1,3500,5
1,1979,5,5,500,5
2,1950,2,1,418,2
2,1956,3,1,1980,5
2,1957,2,1,1100,4
1,1950,2,3,2100,5
2,1951,2,1,1300,6
1,1948,2,1,1750,1
2,1985,3,5,1250,4
2,1956,3,1,644,4
1,1993,4,5,0,1
2,1998,4,5,0,1
2,1969,1,5,1600,5
1,1930,2,1,2200,2
1,2002,5,5,0,1
2,1946,1,3,-13,4
2,1967,4,1,750,3
1,1965,4,1,2934,5
1,1949,1,5,1180,5
2,2008,4,5,0,NA
1,1978,1,5,785,2
2,1953,1,5,1850,5
2,1971,4,1,750,4
1,1997,4,5,0,1
1,1999,5,5,0,1
2,1949,2,1,860,2
1,1997,4,5,0,1
1,1984,3,5,1250,5
2,1989,4,5,0,2
1,1975,4,1,1750,5
2,1931,2,4,1771,2
2,2000,4,5,0,1
2,1949,2,1,791,2
1,1969,4,1,3200,5
1,1945,2,1,1745,2
2,1965,3,1,1650,5
2,1976,3,1,1255,5
2,1960,4,5,2250,5
1,1967,3,5,1600,6
2,1970,2,1,1250,4
2,1973,4,1,540,4
2,2004,5,5,0,NA
1,1940,2,3,3200,6
2,1943,2,1,0,2
2,2002,3,5,0,1
2,1996,4,5,0,1
1,1972,5,1,1900,4
2,1982,2,5,1250,2
1,1991,5,5,0,2
2,1954,2,1,2233,1
1,1993,5,5,0,1
1,1943,2,1,750,2
2,2001,4,5,0,1
1,1964,5,1,-13,4
2,1956,4,1,0,4
1,2002,4,5,0,1
2,1960,2,5,1500,5
2,1996,5,5,0,1
2,1949,2,1,0,5
1,1960,3,5,650,6
2,1969,4,1,0,4
2,1927,1,4,1400,2
1,1990,5,5,0,1
2,1948,2,1,250,2
1,1969,4,1,1640,2
1,1960,4,1,1800,5
2,1959,3,1,-13,3
2,2001,4,5,0,1
1,1999,6,5,0,1
2,1976,3,1,1300,2
2,1985,4,5,0,3
1,1989,3,5,0,1
2,1956,2,1,-14,1
1,2004,5,5,0,NA
1,1991,4,5,0,1
2,1982,2,5,1655,5
1,1987,3,5,250,3
1,1960,5,1,1601,4
1,1949,2,1,2100,2
2,2000,6,5,0,1
2,2000,4,5,0,1
1,1988,4,5,400,3
1,1992,4,5,0,1
2,1995,4,5,0,1
1,1957,5,1,1675,3
2,1951,2,1,737,2
1,1971,4,1,1920,2
2,1959,5,1,1300,5
2,1951,2,1,1000,4
1,1999,4,5,0,1
2,2005,6,5,0,NA
1,1986,5,5,100,3
2,1999,4,5,0,1
1,1994,4,5,0,1
1,2005,4,5,0,NA
1,1941,2,1,4000,1
1,1993,4,5,0,1
2,1930,2,1,630,1
1,1945,2,4,2300,6
2,1938,2,1,750,2
1,1991,8,5,0,1
1,1958,4,1,5400,6
2,2002,5,5,0,1
2,1951,1,3,1750,1
2,1963,2,4,1250,4
2,1969,4,1,1250,2
1,1927,2,1,692,1
1,1940,1,5,1786,3
2,1958,5,1,-14,6
2,1968,3,1,1100,5
1,1999,4,5,0,1
2,2001,5,5,0,1
2,1979,2,5,1750,5
1,1953,2,1,3400,6
1,1920,2,1,824,2
1,1991,4,5,0,2
1,1959,1,5,950,4
1,1959,1,5,1955,4
2,1963,4,1,1100,5
1,1997,4,5,0,1
2,2004,4,5,0,NA
1,1966,2,5,800,2
2,1993,6,5,0,1
1,1988,3,5,200,3
2,1985,4,5,-14,4
2,1992,5,5,0,1
2,1969,2,3,1300,2
2,1968,4,1,518,4
1,1994,6,5,0,1
2,1978,2,5,924,2
1,1978,2,5,1800,6
1,1949,1,5,1125,2
1,1951,3,1,2124,5
2,1963,4,1,2048,3
2,1978,2,5,1600,4
2,1966,1,5,3800,6
2,1973,3,5,1500,4
2,1943,1,3,1826,2
2,1946,2,1,742,2
1,1994,4,5,0,1
2,1980,2,5,1200,2
2,1938,2,1,600,4
1,1946,2,1,2093,4
2,1997,6,5,0,1
1,2001,7,5,0,1
1,1979,4,1,2900,3
2,1947,2,1,0,2
2,1982,1,5,1300,6
2,1967,4,1,900,5
2,2001,5,5,0,1
1,1988,5,5,250,3
1,1973,4,1,1740,2
2,1953,2,1,1423,4
2,1962,1,5,750,4
1,1998,5,5,0,1
2,1952,2,1,950,4
1,1953,3,1,-14,6
2,1999,5,5,0,1
2,1943,2,1,438,5
1,1991,3,5,0,1
2,1977,3,1,1582,5
1,1974,5,1,2300,5
2,1985,4,5,1300,2
2,1945,2,1,0,2
1,1956,4,1,2750,5
1,2003,4,5,0,1
2,1997,4,5,0,1
1,1946,2,1,1800,3
1,1988,4,5,223,3
1,1957,4,1,2800,5
2,1992,3,5,95,1
1,1971,4,1,2200,4
1,1998,5,5,0,1
1,1982,2,5,1000,3
2,1966,4,5,1300,1
1,1957,4,1,4600,6
2,1979,2,1,1500,5
2,1946,2,1,1761,3
2,1961,4,1,0,5
1,1962,4,1,2250,4
2,1996,4,5,0,1
2,1968,4,1,1000,4
1,1936,2,5,3250,6
2,1966,2,5,1400,5
1,1956,4,1,1900,1
2,1997,6,5,0,1
1,1970,4,5,2250,2
2,1950,2,1,2196,1
2,1972,2,5,1250,4
2,1933,2,4,1400,1
2,1970,4,5,700,1
2,1929,2,4,1100,1
1,1993,6,5,0,1
1,1967,4,1,1707,4
1,1992,4,5,250,1
2,1949,3,1,1750,2
2,1984,2,5,800,2
2,1974,5,1,1834,5
1,1977,2,5,900,5
1,1984,3,5,1250,2
1,1992,4,5,0,1
2,1992,4,5,0,1
1,1951,1,3,850,5
1,2002,4,5,0,1
1,1980,2,5,1600,4
2,1940,1,3,1750,2
2,1997,4,5,0,1
1,1987,1,5,1300,4
2,1983,4,5,750,5
2,2008,3,5,0,NA
1,1954,3,1,1650,2
1,1990,4,5,0,2
2,1952,2,1,0,1
1,1983,4,5,0,5
1,1993,4,5,0,1
1,1952,4,1,250,2
1,1993,5,5,0,1
1,1942,2,1,1750,5
2,1956,4,1,0,2
2,1965,6,1,0,3
1,1941,2,1,2000,2
1,1966,2,5,1400,5
1,1967,4,5,2500,6
1,1946,2,1,1807,2
2,1999,5,5,0,1
1,1986,4,5,1120,2
2,1975,4,1,900,3
2,1981,2,5,1250,5
1,1942,1,5,2500,5
2,1972,2,5,0,5
2,1946,2,1,0,1
2,1960,4,1,800,5
2,1999,6,5,0,1
1,1989,3,5,0,2
2,2000,3,5,0,1
1,1950,2,1,2500,3
1,1970,5,1,3200,5
2,1969,4,1,1215,4
2,1961,4,1,1300,5
2,1967,4,1,1200,5
1,1941,1,4,1407,2
1,1997,4,5,0,1
1,1957,4,1,2535,3
2,1962,7,1,0,1
1,1945,1,5,1585,4
1,1959,2,1,2000,1
2,1933,2,1,630,2
1,1945,1,1,2900,5
1,1960,4,1,3500,6
1,1964,4,1,1750,2
1,1987,4,5,200,4
2,1991,4,5,0,1
2,1948,1,4,1250,1
1,1966,2,5,1200,4
2,1963,4,1,2132,3
2,1969,2,5,0,3
2,1988,5,5,-13,3
1,1984,4,5,1250,4
2,1969,3,5,1300,6
1,1966,7,1,2150,3
1,1944,2,1,1235,2
1,2008,5,5,0,NA
1,1954,2,5,2594,5
2,1989,3,5,250,3
1,1960,3,1,2815,6
2,1994,4,5,0,1
1,1960,5,1,2750,2
1,1956,4,1,2450,3
2,1963,6,1,1200,5
1,1984,2,5,-14,5
1,1993,3,5,0,1
2,1975,1,5,700,4
1,2004,4,5,0,NA
2,1999,4,5,0,1
2,1996,4,5,0,1
1,1961,5,1,2000,4
1,1980,2,5,1500,5
1,1944,2,1,1840,2
2,1961,5,1,900,4
2,1985,5,5,950,2
2,1960,4,1,500,1
1,1960,4,1,2200,2
1,1987,3,5,0,2
2,1995,4,5,0,1
1,1992,4,5,0,1
2,1965,6,1,1250,4
2,1962,4,1,1285,4
1,2007,4,5,0,NA
1,1936,2,1,952,2
1,1961,5,1,5000,6
2,1972,4,1,1200,5
2,1991,4,5,0,1
2,1981,2,5,811,3
1,1938,2,1,2950,5
2,1982,2,1,1250,2
1,1970,3,5,2500,4
2,1957,2,1,-14,1
2,1966,4,1,0,2
2,1999,5,5,0,1
2,1962,4,1,1250,1
2,1956,2,1,891,4
1,1964,2,5,1800,3
1,1992,4,5,-14,1
1,1989,3,5,-14,1
2,1973,3,5,1100,4
1,1970,3,1,2250,2
2,1975,4,1,75,4
1,1981,2,5,1750,2
2,1976,4,1,100,5
2,1974,4,1,1150,6
2,1984,4,5,1450,5
1,1956,4,1,1350,4
2,1989,3,5,250,1
1,1962,4,1,1580,3
2,1958,3,1,811,4
1,1958,2,5,1500,4
2,2001,5,5,0,1
2,1986,1,5,700,3
2,1958,4,1,1216,4
2,1950,2,1,800,2
2,1992,5,5,0,1
2,1978,3,1,1250,4
2,1962,5,1,0,2
1,1959,4,1,4000,6
2,1973,1,5,1087,3
1,1957,4,1,1600,3
1,1951,2,1,3750,6
1,1978,2,5,1100,1
2,1946,2,1,1000,2
1,1995,4,5,0,1
1,1982,8,5,-13,4
1,1987,5,5,190,3
1,1938,2,1,440,1
2,1968,1,5,1992,5
2,1953,2,1,1750,1
1,1965,4,1,1954,5
2,1932,2,4,1400,2
1,1985,4,5,-14,4
2,1942,2,1,850,2
2,1955,4,1,1600,5
1,1990,5,5,150,2
1,1991,4,5,60,1
2,2003,5,5,0,1
2,1971,4,1,1100,4
2,2002,5,5,0,1
2,1963,4,1,840,2
1,1978,1,5,1875,5
2,1995,4,5,0,1
2,1974,6,5,150,4
2,1981,3,5,945,4
1,1988,3,5,321,4
1,1968,1,5,3000,6
1,1992,4,5,0,1
1,1964,1,5,1800,4
2,1940,2,1,639,2
1,1968,3,1,0,1
1,2002,4,5,0,1
2,1967,1,5,1070,4
1,1972,1,5,1200,5
2,1987,3,5,400,4
2,1989,4,5,150,3
1,1971,4,1,2750,5
2,1959,4,1,1200,3
1,2006,6,5,0,NA
1,2001,3,5,0,1
1,1997,4,5,0,1
2,1945,2,1,1500,6
1,1983,2,5,500,2
1,1948,2,1,1200,4
1,2005,5,5,0,NA
2,1952,2,5,1250,5
1,1988,9,5,330,2
1,1993,4,5,0,2
1,1991,6,5,0,1
1,1995,4,5,0,1
1,1975,3,5,1660,4
1,1972,3,1,2750,3
1,1998,6,5,0,1
2,1984,3,5,1200,4
2,1938,1,4,750,1
1,1950,1,4,2558,2
2,1979,3,1,1100,5
2,1933,2,1,750,3
2,1977,2,1,1250,4
1,1973,1,3,2250,1
1,1996,3,5,0,1
1,1962,1,3,750,4
2,1981,2,5,1635,3
2,1946,1,3,1938,5
2,2004,4,5,0,NA
1,1923,2,1,1750,4
2,2003,5,5,0,1
2,2000,5,5,0,1
2,1938,2,1,1750,2
2,1986,3,5,150,2
2,1945,2,1,250,5
1,1963,1,3,1589,1
1,1947,1,3,1300,2
1,1959,4,1,1500,2
2,1985,4,5,1750,4
1,1942,2,1,639,1
2,1977,2,1,1073,4
1,1988,5,5,-13,2
1,1964,4,1,1250,1
2,1926,1,4,2030,1
2,1970,4,1,0,1
1,1941,2,1,2475,3
1,1991,4,5,0,1
2,1966,1,5,2150,5
1,1993,4,5,0,1
2,2002,4,5,0,1
2,2005,4,5,0,NA
2,1991,4,5,250,1
2,1967,3,5,910,2
2,1951,4,1,950,4
2,1973,1,5,1250,4
1,1999,4,5,0,1
2,1985,3,5,900,2
1,1937,2,1,3000,5
2,1998,4,5,0,1
2,1940,2,1,630,2
1,1949,2,1,3400,1
2,1998,6,5,0,1
1,1964,4,1,2172,6
2,1941,2,1,670,1
2,1965,3,1,500,4
1,1945,2,1,2138,2
2,1949,2,4,750,2
1,1954,1,3,2400,3
2,2000,5,5,0,1
1,1967,2,5,2050,4
1,2002,4,5,0,1
2,1958,4,1,250,2
1,1946,2,1,1950,4
1,1950,2,1,3250,6
1,1952,4,1,1250,4
1,1966,1,5,1710,4
1,1926,2,1,2000,5
2,1972,4,1,250,4
2,1996,4,5,0,1
2,1961,4,1,800,5
2,2001,3,5,0,1
1,2005,4,5,0,NA
1,1963,2,1,1750,4
2,1947,1,1,1241,2
2,1938,2,1,-14,2
2,1951,2,1,1000,1
1,1998,4,5,0,1
1,1981,2,5,750,5
2,1995,6,5,0,1
1,1949,3,1,-13,6
2,2002,4,5,0,1
1,1959,2,1,1850,3
2,1953,2,1,0,2
2,1945,2,1,750,4
1,2007,3,5,0,NA
2,1943,2,1,1500,2
2,2001,3,5,0,1
1,1951,2,1,1299,2
2,1929,1,4,3221,2
1,1939,2,1,900,2
1,1970,5,1,1200,1
1,1984,2,1,1550,2
2,1999,4,5,0,1
2,1988,2,5,975,3
2,1960,5,1,1600,5
1,1940,2,1,2250,3
2,1931,2,1,624,2
2,1987,3,5,760,4
2,1978,2,5,1250,4
1,1949,2,1,2250,4
2,1960,3,3,1600,4
1,1947,2,1,1478,2
1,1957,3,1,-13,4
1,1969,3,1,1600,1
2,1955,2,1,1041,2
2,1961,2,3,2000,6
1,1967,5,1,2500,5
2,1959,5,1,1870,5
1,1977,2,1,1595,5
1,1952,4,1,1800,4
1,1986,4,5,450,4
2,1995,5,5,0,1
1,1955,2,1,2150,4
2,1995,4,5,0,1
1,1999,3,5,0,1
2,1961,5,2,4300,3
2,1986,8,5,-13,4
2,1973,3,5,845,1
1,1955,2,5,2000,1
2,1941,2,1,1180,6
2,1961,5,1,1800,5
1,1965,3,1,1750,4
2,1956,4,1,750,2
1,1967,4,1,1344,4
1,1934,2,1,2200,5
1,2007,3,5,0,NA
2,1928,1,4,1500,1
1,1964,3,1,3600,5
1,1961,4,1,2500,4
2,1982,1,5,250,3
2,1966,2,3,1350,2
1,1958,2,1,1600,4
2,2007,4,5,0,NA
2,1952,1,3,824,2
1,1934,2,1,1676,5
1,1978,3,5,1800,5
1,1970,4,1,5300,6
2,1963,2,1,1595,5
1,1973,4,1,1956,4
2,1969,5,1,1050,5
2,1974,1,5,1250,4
2,1969,1,5,840,1
2,1974,5,1,600,4
2,1986,3,5,200,4
2,1953,2,1,80,2
2,2007,4,5,0,NA
1,2001,5,5,0,1
1,1939,2,1,1195,4
1,1994,5,5,0,1
2,1956,2,1,900,2
2,1979,5,1,0,4
2,1940,2,1,750,1
2,2001,4,5,0,1
2,1974,2,1,1900,3
1,1961,2,1,2250,1
2,1953,2,5,1600,4
2,1966,2,1,726,2
1,1993,5,5,0,1
1,1958,6,1,6250,6
1,1977,2,5,1750,4
1,1970,3,1,2400,4
1,1957,3,1,3000,4
2,1965,7,1,0,1
1,1948,1,3,3100,2
1,1941,2,1,-14,1
1,1995,5,5,0,1
1,1966,3,1,1908,4
1,1957,4,1,2200,4
1,1964,5,1,3275,5
2,1975,3,1,1500,6
1,1993,4,5,0,1
1,1980,2,5,2000,4
2,1944,2,1,1250,2
1,1958,2,3,1800,6
1,1975,4,1,1550,2
2,1983,3,5,665,4
1,1974,3,1,1450,4
2,1995,6,5,0,1
2,1944,2,1,180,1
2,1955,2,1,0,1
2,1952,2,3,1500,3
2,2004,5,5,0,NA
1,1992,5,5,77,1
1,1938,2,1,3750,3
2,1949,2,1,0,2
1,1951,2,1,3250,1
1,1966,5,1,3000,5
2,1947,2,1,750,1
2,1948,1,3,900,6
2,1995,5,5,50,1
1,1954,3,3,-14,5
2,1990,6,5,0,1
2,1968,1,5,2300,6
1,1972,5,5,2750,4
2,1950,2,1,2250,5
2,1988,3,5,350,3
1,2000,5,5,0,1
1,1968,3,5,2750,6
1,1991,4,5,0,2
2,1980,2,5,1750,3
1,1984,1,5,450,5
2,1961,4,1,144,2
2,1939,1,3,-14,2
1,1977,1,5,1116,3
2,1973,4,1,750,2
2,1989,3,5,600,2
1,1937,2,1,2500,5
1,2002,5,5,0,1
2,1996,4,5,0,1
2,1964,1,1,1350,2
2,1969,1,5,750,4
2,2002,5,5,0,1
2,2000,5,5,0,1
2,1955,4,1,429,4
2,1952,2,5,1419,6
2,1985,3,5,950,4
1,1952,2,1,2250,5
1,1959,4,1,-13,5
2,1956,2,1,1250,6
1,1955,2,1,1750,5
1,1997,7,5,0,1
1,2003,6,5,0,NA
1,1977,2,5,1560,2
1,1924,1,5,750,1
1,1993,4,5,0,1
2,1931,2,1,88341,2
2,1971,4,1,1200,3
1,1992,4,5,100,1
2,1950,3,2,948,5
1,1945,2,1,3000,5
1,1950,2,1,750,4
1,1973,3,1,-14,4
2,1992,4,5,0,1
1,1943,2,1,1400,2
1,1994,5,5,0,1
1,1952,2,1,2400,5
1,2001,4,5,0,1
1,1986,4,5,920,2
2,2001,5,5,0,1
2,1947,2,1,1250,2
2,1961,4,1,1250,5
1,2002,4,5,0,1
2,1950,1,3,1797,5
2,1990,4,5,-13,2
1,1938,2,1,750,2
1,1988,4,5,1225,2
1,1955,2,1,2045,4
1,1950,1,4,1600,4
1,1973,1,5,1400,4
2,1974,2,5,2218,6
2,1972,2,5,0,5
2,1952,4,1,0,2
2,2005,4,5,0,NA
2,1968,4,3,1250,2
1,1965,5,1,3154,6
2,1992,2,5,0,1
1,1980,2,1,1500,4
2,1990,4,5,87,1
1,1972,2,5,1550,4
2,1975,4,1,1377,5
1,1957,6,1,3500,5
1,1971,4,1,2500,4
2,1992,4,5,0,1
2,1997,4,5,0,1
1,2002,5,5,0,1
1,1975,4,1,1700,2
1,1999,6,5,0,1
1,2002,5,5,0,1
1,2003,2,5,0,NA
2,1949,1,3,2986,5
1,1934,2,1,2000,5
1,1997,4,5,0,1
2,1976,3,1,1600,5
1,1985,2,5,0,1
2,1985,3,5,1200,3
1,1988,3,5,206,2
2,1994,4,5,0,1
1,1977,2,5,2190,5
1,1987,3,5,0,2
1,2004,4,5,0,1
1,1988,4,5,750,2
2,1994,4,5,0,1
1,1961,7,1,4250,5
2,1943,2,1,639,2
2,1986,3,5,300,3
1,1950,3,1,4000,2
1,1961,4,1,-13,2
1,1933,2,1,631,4
2,1940,2,1,630,1
2,1944,2,2,0,1
1,1962,6,1,1350,1
1,1996,4,5,0,1
2,2001,4,5,0,1
2,2005,4,5,0,NA
1,2000,4,5,0,1
2,1975,5,1,0,2
1,1957,2,1,2200,4
1,1961,4,1,2300,1
1,1947,2,1,3300,5
2,1976,2,1,1750,3
2,1977,3,5,1175,5
2,1951,2,1,2500,6
2,1966,4,1,1300,4
2,1989,2,5,0,1
2,2006,4,5,0,NA
1,1973,1,5,1500,2
2,1976,3,1,692,4
2,1990,4,5,250,2
1,1997,4,5,0,1
2,1962,4,1,-14,3
1,1999,4,5,0,1
1,1997,4,5,0,1
2,2007,4,5,0,NA
2,1972,1,5,1478,4
1,1962,2,1,2000,4
2,1929,2,1,-14,2
1,1964,5,1,2000,3
2,1962,4,1,150,2
1,1967,4,5,2250,2
2,1956,3,1,750,2
2,1944,2,1,0,2
2,1955,3,1,1400,3
2,1993,4,5,0,1
1,1980,2,5,1250,4
1,1982,2,5,1200,3
2,1961,3,1,920,2
1,1981,2,1,2750,5
1,1968,1,3,1000,2
2,1961,4,1,1650,5
2,1945,2,1,1236,4
1,1993,5,5,0,1
1,1951,2,1,1600,4
1,1993,5,5,0,1
2,1975,6,1,900,4
1,2001,5,5,0,1
1,1993,4,5,0,1
2,2008,4,5,0,NA
2,1995,4,5,0,1
1,1946,1,3,2600,5
1,2002,4,5,0,1
1,1977,2,5,1200,5
1,1985,4,5,1200,3
1,1945,2,1,3507,6
1,2001,4,5,0,1
2,1955,2,1,1230,3
1,2004,4,5,0,NA
2,1965,2,1,750,3
1,1985,3,5,1400,3
2,1973,4,1,1760,5
1,1945,2,1,1700,1
2,1991,4,5,0,1
2,1964,4,1,1250,3
1,1954,2,4,1800,2
1,1981,2,5,1500,1
1,1935,2,1,1212,2
1,1954,1,5,2750,6
1,1940,3,1,-14,3
2,1974,3,1,1050,2
1,1970,1,5,750,2
2,1989,6,5,0,2
2,1962,3,1,1750,2
1,1953,3,1,1750,2
2,1946,1,4,2000,2
1,1961,2,1,2250,5
1,1950,2,1,2400,5
2,1980,2,1,2800,6
1,1973,2,5,2250,4
1,1923,2,1,1803,5
1,1967,4,5,2500,5
2,2004,3,5,0,NA
2,1951,2,1,200,5
2,1996,4,5,0,1
2,1962,5,1,1300,3
1,1972,3,5,2800,4
1,1976,2,4,1750,4
1,2001,4,5,0,1
1,1970,5,1,1326,5
1,1998,4,5,0,1
1,1944,2,1,1360,2
2,1962,3,1,1100,2
1,1993,5,5,0,1
1,1962,4,1,1200,6
1,1994,4,5,0,1
2,1965,4,1,2600,6
1,2001,4,5,0,1
2,1964,3,1,1000,4
2,1977,4,3,1600,1
1,1950,1,3,2100,4
2,1937,2,1,685,2
2,1924,2,1,624,2
2,1953,1,3,1894,5
2,1959,4,1,900,2
2,1996,4,5,0,1
2,1966,3,1,-14,4
2,1981,1,5,1200,4
1,1941,2,1,1970,2
2,1978,2,5,1620,5
1,1988,2,5,125,2
2,1987,4,5,150,3
2,1991,5,5,300,2
1,1958,2,5,1500,3
2,1967,2,5,1750,5
1,2006,3,5,0,NA
1,1953,4,1,1750,2
1,1930,2,1,2100,1
1,1934,2,1,975,2
1,1964,4,5,3200,3
1,1999,5,5,0,1
1,1930,2,1,-14,2
1,1964,4,5,2250,5
1,2002,4,5,0,1
2,1943,2,1,0,2
1,1946,2,1,1500,2
2,2007,3,5,0,NA
2,1961,3,3,269,2
2,1960,2,1,1431,2
1,1986,4,5,1625,5
2,2002,7,5,0,1
1,1957,4,1,5400,5
2,1993,5,5,0,1
1,1986,4,5,600,3
1,1955,2,1,2500,5
2,1968,3,5,1000,1
1,1955,4,1,1800,2
1,1991,5,5,0,1
1,1989,4,5,76,2
2,1992,4,5,0,1
1,1959,4,1,2100,2
1,1972,4,1,3250,3
2,1977,1,5,1750,4
2,1955,4,1,2250,5
1,1963,1,5,2250,3
1,1957,4,1,1550,2
2,1987,4,5,750,3
1,1996,4,5,0,1
2,1946,2,1,173,1
1,1937,2,1,1001,2
2,1965,4,1,800,2
1,1985,2,5,750,3
1,1989,3,5,472,1
2,1973,4,1,652,4
2,2004,4,5,0,NA
1,1949,4,1,1450,2
1,1955,4,1,1750,1
1,1955,3,1,940,2
2,1978,3,5,578,4
1,1955,3,1,1000,1
2,1933,1,4,1250,2
1,1966,4,5,2800,3
1,1973,2,1,1800,4
1,1982,1,5,1225,4
2,1944,2,3,0,3
1,1957,3,1,-14,2
2,1948,1,5,1940,5
1,2007,3,5,0,NA
2,1951,2,1,750,6
1,1992,3,5,0,1
1,1972,3,5,1500,4
1,2007,4,5,0,NA
2,1977,1,5,1500,5
1,1978,4,1,1640,4
2,1975,3,5,970,4
2,1942,2,1,1050,2
2,1939,2,1,630,3
1,1941,2,1,3510,3
1,1972,5,1,3410,6
2,1988,4,5,0,3
2,2001,6,5,0,1
2,1978,3,1,1263,5
1,1943,2,3,4500,5
2,2005,4,5,0,NA
1,1971,1,5,2500,5
1,1977,2,1,1750,5
2,1967,2,1,1300,4
1,1976,2,1,1900,3
2,1995,4,5,0,1
1,1987,2,5,0,3
1,1954,1,3,3750,6
1,1958,3,1,2025,6
1,1990,3,5,0,2
2,1965,4,3,1160,5
1,1965,5,1,7000,6
2,1961,2,3,1100,1
1,1973,1,5,3000,5
1,1952,4,1,800,2
1,1958,2,3,2500,4
2,2007,3,5,0,NA
1,1997,3,5,0,1
1,1964,4,1,2500,2
2,1974,3,1,1150,5
2,1992,3,5,0,1
1,1969,2,1,1750,4
2,1966,1,5,1611,2
2,1941,2,1,639,1
2,1983,5,5,1330,5
2,1952,2,1,400,2
1,2004,5,5,0,NA
1,1968,3,5,2207,3
2,1970,2,5,2000,4
2,1973,4,1,700,4
1,1979,1,5,1715,5
1,1979,2,5,1800,4
2,1960,4,1,400,4
2,2008,5,5,0,NA
2,1944,2,1,0,2
1,1983,6,5,1600,5
1,1956,2,1,2284,2
1,1964,4,1,3000,5
2,1956,3,1,1128,1
2,1980,2,1,0,3
1,1949,2,1,2600,3
2,1996,4,5,0,1
2,1986,6,5,1750,3
2,1953,2,1,1600,4
1,1969,4,1,6500,4
2,1976,3,2,750,2
1,1960,2,1,1700,4
2,1939,2,1,640,2
1,1947,2,1,10000,4
2,1983,1,5,1200,6
2,1980,4,1,2250,4
1,1941,2,1,1250,2
1,1940,2,1,1925,5
1,1982,2,5,2200,5
1,1980,2,5,1450,6
2,1990,4,5,0,4
1,1955,4,1,2250,2
2,1996,4,5,0,1
2,1962,5,1,900,5
1,1937,2,1,3100,6
1,1956,3,1,2750,4
2,1999,6,5,0,1
2,2004,4,5,0,1
2,1932,2,4,700,1
2,2005,4,5,0,NA
2,2003,3,5,0,1
1,1983,4,5,0,1
2,1950,1,3,750,2
2,1951,4,1,-13,5
2,1971,3,1,580,2
2,1980,2,1,1300,6
1,1954,2,1,-13,6
1,1992,4,5,0,1
2,2005,5,5,0,NA
1,1971,3,5,1395,4
1,1975,4,1,1600,5
1,1972,2,1,2750,5
2,1967,2,1,0,1
2,1986,4,5,190,4
2,1967,4,3,500,5
1,1954,3,1,1500,2
1,1970,3,5,1750,2
1,2007,4,5,0,NA
2,1965,4,1,900,4
1,1979,3,5,270,3
1,2001,4,5,0,1
2,1967,2,1,0,5
2,1943,1,1,2700,5
2,1937,2,1,630,4
2,2002,5,5,0,1
2,2006,4,5,0,NA
2,1939,2,1,750,1
1,1991,4,5,0,2
2,1982,2,5,750,2
2,1969,6,3,1250,3
2,1950,2,5,-14,5
1,1964,4,1,2250,4
2,1998,2,5,0,1
2,1944,2,1,-14,4
