geslacht,gebjaar,aantalhh,burgstat,nettoink,oplcat
1,1968,4,1,3000,2
2,1957,3,1,0,2
2,1966,2,1,1100,4
2,1968,5,1,2750,4
2,1984,3,5,-14,4
2,1934,2,1,624,2
2,1951,2,1,900,4
2,2003,4,5,0,1
2,1947,2,1,150,2
1,1945,2,1,1250,2
1,1956,2,1,1900,5
2,2000,5,5,0,1
1,1971,4,1,1500,4
2,1969,4,1,2145,2
1,1950,2,1,2670,5
2,1956,3,1,746,3
1,1984,5,5,750,4
1,1950,2,1,2250,2
1,1936,2,1,6487,6
2,2004,4,5,0,NA
2,1982,2,5,1600,4
1,2004,3,5,0,NA
2,1991,4,5,-14,1
1,1941,2,1,4360,6
2,1967,5,1,1300,5
2,1952,3,1,1628,5
2,1961,5,1,-14,3
2,1944,2,1,0,1
2,1930,2,1,624,3
2,1956,5,1,800,2
1,1969,4,1,1750,4
2,1959,4,1,1700,5
1,1987,4,5,-13,3
2,1953,2,1,1250,2
2,2003,4,5,0,1
2,1955,2,1,885,4
1,1946,1,1,2200,2
2,1977,3,1,750,4
2,1961,2,1,2500,5
2,1949,2,5,1763,5
1,1968,4,1,1750,4
1,1969,5,1,2028,3
1,1933,2,1,1600,5
2,1994,6,5,0,1
2,1965,2,3,1600,5
2,1978,1,5,1372,6
1,1955,4,1,2505,5
2,1973,4,1,0,6
2,1988,4,5,700,3
1,1946,2,1,7500,3
1,1961,1,1,1250,2
1,1948,1,3,1611,5
2,1976,3,1,825,4
1,1973,5,1,1750,4
1,1944,2,1,3582,2
1,1956,4,1,1700,4
2,1950,2,1,-13,1
2,1989,4,5,250,1
1,1938,2,1,2929,6
2,1972,2,5,1800,4
1,1962,4,1,-14,3
2,1976,5,1,-14,2
2,1949,2,1,700,1
2,1966,3,3,1250,4
2,1959,4,1,650,4
1,1977,3,5,750,2
1,1966,5,1,1950,4
2,1992,7,5,0,1
2,1993,4,5,0,1
2,1977,2,5,1640,4
1,1953,3,1,2000,4
1,1986,5,5,1250,4
1,2002,4,5,0,1
2,2004,2,5,0,NA
2,1996,4,5,0,1
2,1972,4,1,300,4
2,1997,5,5,0,1
2,1967,5,5,500,3
2,2007,4,5,0,1
1,1974,4,1,1561,2
1,1964,3,3,2400,5
1,1973,4,1,1050,4
1,2006,4,5,0,NA
1,1997,3,5,0,1
1,1973,2,5,2000,6
1,2006,9,5,0,NA
1,1951,2,1,2500,2
2,1991,5,5,0,1
1,1968,5,1,-14,4
2,2001,4,5,0,1
1,1957,3,1,1250,2
1,1969,1,5,1500,4
2,1998,3,5,0,1
2,1968,5,1,1000,4
1,1969,3,1,2250,2
1,1990,4,5,150,1
1,1946,3,1,1000,4
2,1965,2,1,840,2
1,1953,2,1,1750,2
2,1929,2,1,650,1
1,1972,3,1,-14,4
2,1976,2,1,525,4
2,1983,4,5,-13,2
2,1997,4,5,0,1
1,1964,3,5,-14,2
2,1992,3,5,0,1
1,1960,6,1,1100,6
1,1957,2,1,1250,4
2,1985,4,5,0,2
2,1940,1,3,916,2
1,2003,4,5,0,1
2,1981,2,5,1300,4
1,1970,3,5,1500,4
2,1986,4,5,250,4
1,1970,4,5,1600,4
1,2002,4,5,0,1
2,1928,1,4,1750,2
1,1937,2,1,1695,4
2,1949,2,3,1250,2
1,1951,3,1,1050,2
1,1929,2,1,2500,5
2,1956,3,4,416,2
1,1972,4,1,2000,2
1,1947,2,1,4250,5
1,1961,4,1,2400,2
1,1997,3,5,0,1
1,1941,2,1,1800,2
1,1958,4,1,1874,4
1,1996,4,5,0,1
2,1960,3,1,1953,4
2,1946,2,1,0,5
2,1955,4,1,1700,5
2,1972,1,5,830,2
1,1973,5,5,3750,6
1,1944,1,5,3780,6
1,1943,2,1,-14,5
1,1958,4,1,1800,2
1,1939,2,1,1905,3
1,1966,2,5,1800,4
1,1948,3,1,1624,4
2,1966,4,1,750,2
1,1944,2,3,1869,5
1,1964,4,1,2100,5
2,1969,6,1,0,4
1,1956,4,1,2250,3
2,1946,3,1,1300,3
1,1969,3,5,-14,2
1,1948,2,5,2200,5
2,1961,5,1,1650,6
2,1942,2,1,2750,5
1,1974,3,1,1530,4
1,1946,1,5,-14,2
2,2007,3,5,0,1
1,1999,3,5,0,1
2,1958,2,1,1564,3
2,1974,2,1,1100,4
1,1996,4,5,0,1
2,1997,5,5,0,1
2,1962,5,1,250,2
2,1940,2,1,945,2
2,1969,3,3,1400,5
2,1960,1,3,-14,1
1,1978,2,5,2200,2
1,1992,4,5,0,1
1,1993,3,5,0,1
2,1958,5,1,600,2
2,2001,6,5,0,1
1,1951,3,1,1900,5
2,1944,2,1,250,2
1,1940,1,4,2000,4
2,1968,4,1,1250,3
1,1962,1,3,1950,2
2,1988,4,5,-14,3
1,1993,2,5,0,1
2,1943,2,1,0,2
2,1969,4,1,250,4
2,1969,5,1,1250,4
1,1946,2,1,1454,2
1,2007,3,5,0,NA
2,1992,4,5,0,1
1,1955,2,1,1700,4
1,1946,5,3,3700,3
1,1940,2,1,1250,1
1,2006,4,5,0,NA
1,1968,1,5,1100,3
2,1960,4,1,723,2
1,1952,2,1,-14,2
2,1958,2,1,800,4
2,1994,5,5,0,1
2,1960,4,1,1800,6
1,1957,3,1,1877,4
2,1972,4,1,250,5
2,1960,4,1,800,4
2,2003,4,5,0,1
1,1958,4,3,2700,5
1,1952,2,1,2250,4
2,1972,5,1,1214,4
1,1961,4,1,1916,2
2,1991,3,5,250,2
2,1995,5,5,0,1
2,1984,1,5,1246,4
1,1975,4,1,1250,2
2,1951,4,1,1580,5
2,1939,2,1,700,2
2,2006,4,5,0,NA
1,1975,2,5,1750,4
1,1929,2,1,1250,1
1,1945,2,1,2700,4
2,1959,5,1,1505,5
1,1936,2,1,2250,1
1,1951,2,5,1500,5
2,1963,3,1,1000,5
2,1953,2,1,0,2
2,2007,5,5,0,NA
1,1943,2,1,2800,5
2,1944,3,1,-14,1
1,1961,1,3,1500,2
2,2000,2,5,0,1
1,2001,4,5,0,1
2,1952,2,1,1750,6
1,1999,4,5,0,1
1,1982,3,5,1050,6
2,1959,4,1,1750,2
2,1968,4,2,893,5
1,1945,3,1,-14,1
1,1946,2,1,300,2
1,1960,3,1,2250,2
1,1961,5,1,2250,4
1,2004,4,5,0,NA
2,1945,4,1,420,2
1,1967,4,1,1800,2
1,1961,3,5,1731,3
1,1988,3,5,350,2
1,1935,2,1,3646,3
2,1985,4,5,500,5
2,1949,2,1,500,2
2,2001,5,5,0,1
1,1938,2,1,1789,2
2,1945,2,1,0,2
2,1970,5,1,536,2
2,1981,6,5,0,5
1,1965,4,1,1300,4
2,1953,2,5,572,5
2,1994,4,5,0,1
2,1972,2,5,2750,5
2,1969,4,1,0,2
2,1966,4,5,1230,5
2,2007,3,5,0,NA
2,2007,3,5,0,NA
1,2004,4,5,0,NA
1,1934,1,1,950,2
2,2003,4,5,0,1
2,1976,2,5,2250,6
2,1962,1,1,-14,3
2,1957,2,1,700,4
2,1958,3,1,1250,5
2,1929,1,4,1070,1
2,1970,4,1,224,2
2,1971,4,1,1283,4
2,1947,2,1,271,2
1,1970,2,3,950,4
2,1981,4,5,1350,4
1,1991,4,5,0,1
1,1988,3,5,0,2
2,2007,4,5,0,NA
1,1987,3,5,0,3
2,1972,1,5,2250,5
2,1964,6,1,400,2
2,1982,2,5,1100,4
1,1960,4,1,4361,6
2,1980,3,1,0,4
1,1966,4,1,1771,2
2,1995,4,5,0,1
2,1982,4,5,1493,5
1,1987,7,5,0,3
1,1934,2,1,1100,1
2,1970,4,4,-13,4
1,1962,4,1,2027,2
1,1943,2,1,1600,5
1,1971,4,1,1800,1
2,1941,2,1,640,2
1,1992,4,5,0,1
1,1975,1,5,2300,5
1,1962,1,5,1250,6
2,1997,5,5,0,1
1,1926,2,1,2750,6
1,2001,4,5,0,1
2,1993,4,5,0,1
1,1974,2,1,1500,4
1,1996,4,5,0,1
1,1972,4,1,1750,4
2,1996,5,5,0,1
2,1966,5,1,750,2
1,1950,2,1,-13,1
2,1978,4,1,73,2
1,1992,5,5,0,1
2,1955,2,1,600,1
1,1975,3,5,1692,2
1,2004,4,5,0,NA
1,1987,2,5,900,2
1,1960,4,3,1250,2
2,1968,2,5,1363,2
2,1953,2,1,1470,5
1,1962,4,1,-13,2
2,1993,4,5,0,1
1,1934,2,1,1798,5
2,1983,2,1,0,6
1,2005,4,5,0,NA
2,1968,3,1,600,2
2,1977,4,3,1400,5
2,2002,4,5,0,1
2,1974,5,1,0,1
2,1973,2,3,1800,5
1,1946,2,1,3600,5
1,1985,5,5,0,6
1,1953,2,1,1750,2
1,1957,2,5,875,1
2,1944,2,1,0,2
2,2000,4,5,0,1
2,1961,1,2,-14,4
1,1946,2,1,2043,2
2,1955,4,5,1550,2
2,1990,3,5,0,2
1,1996,4,5,0,1
1,1960,1,3,3000,4
2,1952,2,1,0,1
2,1934,2,1,720,2
1,2002,4,5,0,1
2,1937,2,1,624,1
1,1980,4,5,3250,5
1,1992,3,5,0,1
1,1969,4,1,1572,2
2,1936,2,1,680,4
1,2003,4,5,0,1
1,1982,4,5,250,4
2,1984,1,5,750,5
1,1970,5,1,-14,2
1,1999,6,5,0,1
2,1935,2,1,1250,5
2,2002,4,5,0,1
1,1962,4,3,1750,4
2,1951,2,1,2100,6
1,1961,1,5,-14,1
1,1981,1,5,3400,5
1,1978,2,5,600,3
2,1997,4,5,0,1
1,1958,2,5,-14,5
1,1932,2,1,630,2
2,1960,5,1,659,5
2,1974,4,1,1320,6
1,1949,3,1,1283,2
2,1953,4,1,700,4
2,1960,5,1,959,1
2,2004,4,5,0,1
1,1947,2,1,1220,1
1,1961,5,5,1900,1
1,1982,3,5,1482,4
1,1976,2,5,1600,2
2,1951,2,1,1490,4
1,1963,1,5,3250,4
2,1989,4,5,40,4
2,1943,2,1,1250,1
1,1949,3,1,1750,4
1,1972,3,5,1800,5
2,1960,3,1,0,2
1,1957,3,5,2915,4
2,1962,5,1,900,4
2,1973,4,3,950,2
2,1961,4,1,1000,6
1,2000,4,5,0,1
2,2002,4,5,0,1
2,2006,3,5,0,NA
1,1967,4,1,1250,2
2,1984,2,1,750,5
2,1970,4,5,0,2
1,1950,3,1,3000,5
2,1986,4,5,-13,3
2,2003,4,5,0,1
2,1969,2,1,2000,5
2,1999,5,5,0,1
1,1945,2,3,2100,2
2,1950,2,1,0,4
1,1975,1,1,3100,5
2,1931,2,1,1900,5
2,2007,5,5,0,NA
1,1961,3,1,1800,4
2,1961,5,1,0,4
1,2005,5,5,0,NA
1,1966,5,1,-13,5
2,1965,4,1,1250,4
2,1997,4,5,0,1
1,1999,3,5,0,1
1,1967,5,1,-13,1
2,1957,3,1,1700,5
2,1984,3,5,290,4
2,1996,4,5,0,1
2,1995,4,5,0,1
1,2001,4,5,0,1
1,1946,1,3,-14,1
1,1986,2,5,0,2
1,1954,2,1,3250,4
2,1976,2,5,1400,5
2,1969,4,1,1200,5
1,1942,2,1,1075,2
1,1944,2,1,2100,5
1,1968,4,1,-14,5
2,1976,3,5,1207,4
1,1975,2,5,1750,5
2,1964,4,1,0,4
1,1969,2,1,1250,2
1,2003,4,5,0,1
1,1974,2,5,2712,5
2,2001,4,5,0,1
1,1963,1,5,2709,5
2,1970,4,1,1250,4
2,1997,5,5,0,1
1,1951,3,1,1500,2
2,1964,4,1,0,3
2,1974,3,1,1250,4
1,2006,3,5,0,NA
2,1960,3,1,1280,2
1,1964,4,1,1500,4
1,1965,4,1,3500,6
1,1995,4,5,-14,1
1,1946,3,1,1500,1
2,1979,2,1,1175,4
2,1960,4,1,900,4
2,1981,1,5,1230,3
1,1983,3,5,850,3
1,2007,4,5,0,NA
2,1947,1,4,2600,5
1,2004,4,5,0,1
2,1968,4,3,1300,3
2,1951,3,1,0,5
2,1968,1,5,1750,5
2,1990,5,5,250,1
1,1931,2,1,1276,4
2,1973,3,1,0,3
1,1962,4,1,1700,2
2,1977,4,1,0,3
2,1988,3,5,-13,1
2,1972,4,1,0,2
2,1965,5,1,-13,3
2,1975,2,5,3650,5
2,1986,2,5,1160,4
1,1999,4,5,0,1
1,1970,2,5,6250,6
2,1939,2,1,900,5
2,1939,2,1,690,1
1,1973,2,1,2550,6
1,1962,3,3,1010,4
2,1997,4,5,0,1
2,1965,4,1,1809,4
1,1965,2,1,1400,4
2,1979,2,5,1795,5
1,2001,4,5,0,1
1,1963,5,1,3600,5
2,1967,4,1,2400,5
1,1957,2,1,0,1
1,1984,2,5,1200,4
2,2001,2,5,0,1
1,1991,4,5,0,1
2,1972,4,1,750,4
2,1990,3,5,250,2
2,1948,2,1,0,4
2,1996,5,5,0,1
2,1965,2,3,2641,5
2,1930,1,4,1260,2
2,1955,3,1,250,2
1,1949,1,3,1790,5
1,1986,4,5,1250,4
2,1996,5,5,0,1
2,1992,4,5,0,1
2,1998,4,5,0,1
2,1981,2,5,1300,4
2,1992,3,5,0,1
1,1955,3,1,2000,4
2,1945,1,4,997,1
2,1950,2,1,1600,5
2,1978,1,5,2750,5
2,2005,5,5,0,NA
1,1967,1,5,2000,6
2,1957,4,1,0,2
2,1970,5,1,0,4
2,1951,2,1,0,1
2,1997,3,5,0,1
1,2007,3,5,0,NA
1,1997,5,5,0,1
1,1960,2,1,980,1
1,1969,2,5,2700,4
2,1946,2,1,800,4
1,1992,4,5,0,1
2,1997,5,5,0,1
1,1967,4,1,3061,5
2,1961,2,1,250,2
2,2004,3,5,0,NA
1,2007,3,5,0,NA
2,1959,5,1,900,4
2,1958,2,1,730,4
1,1999,9,5,0,1
2,1984,4,5,940,4
1,2000,4,5,0,1
1,1966,5,1,2250,5
2,1999,4,5,0,1
2,1941,1,5,2500,5
1,1993,4,5,0,1
2,1941,2,1,639,2
2,1993,4,5,0,1
1,1965,4,3,2800,1
1,1953,4,1,4100,5
2,1975,4,1,847,4
2,1988,2,5,1100,3
1,1996,5,5,0,1
1,1956,4,1,2250,6
1,1967,6,5,1075,4
2,1956,1,3,750,1
2,1977,1,5,-14,4
1,1991,5,5,0,1
1,1990,2,5,0,1
1,1968,5,1,2000,5
1,1996,7,5,0,1
2,1973,4,1,0,5
2,1978,3,5,800,6
2,1943,2,1,0,2
1,1972,2,5,1600,2
2,2002,5,5,0,1
1,1991,7,5,120,1
1,1935,2,1,2800,5
1,1995,5,5,0,1
1,1997,5,5,0,1
2,2000,4,5,0,1
2,2005,4,5,0,NA
1,2006,4,5,0,NA
1,1961,5,2,-13,5
2,1982,2,1,1500,5
1,2005,5,5,0,NA
2,1996,6,5,0,1
2,2004,4,5,0,NA
2,2002,5,5,0,1
2,1989,4,5,200,3
1,1995,4,5,0,1
2,1993,4,5,0,1
1,1991,4,5,0,1
1,1967,3,1,1892,4
2,2000,4,5,0,1
1,1976,2,1,2500,4
1,1971,4,1,2356,4
2,2005,5,5,0,NA
2,1954,2,1,-14,4
2,2001,6,5,0,1
1,1973,2,5,1600,2
2,1961,1,1,2250,6
1,1955,3,1,1575,2
2,1968,4,1,550,3
2,2003,4,5,0,1
1,1961,2,1,1400,2
2,1930,1,4,915,2
2,1952,2,1,1720,5
2,1989,5,5,621,2
2,1955,3,1,250,2
1,1951,3,1,1570,2
2,1969,3,1,0,5
1,1959,3,1,2500,3
1,1952,1,3,2200,4
2,1940,2,1,624,2
1,1994,5,5,0,1
2,1970,2,5,1400,2
2,1968,5,1,1600,4
1,1962,4,1,1877,4
2,1949,3,1,750,1
1,1986,4,5,250,1
1,1953,4,1,1500,2
1,1951,3,1,3000,6
1,1960,2,3,3200,4
2,1969,2,3,2000,5
1,1967,3,1,1300,2
1,1995,5,5,0,1
2,1957,3,1,1600,3
2,1956,3,1,900,2
2,1929,1,4,1052,1
1,1958,5,5,2100,6
2,1967,4,1,1352,5
2,1960,2,3,1250,2
2,1957,3,1,250,3
2,2006,5,5,0,NA
2,1952,2,1,0,2
1,1961,5,1,-13,5
2,1975,3,1,0,6
2,1999,3,5,0,1
2,1932,2,1,750,2
2,1991,3,5,0,1
2,2002,4,5,250,1
1,1931,2,1,750,2
2,1970,4,3,785,3
1,1954,2,1,-13,3
1,1978,3,5,1850,3
1,1953,4,1,-13,4
1,1944,2,3,1600,4
2,1961,7,1,0,2
1,1966,1,3,3198,4
2,1981,4,1,750,2
2,1963,4,1,500,3
2,2000,4,5,0,1
1,1948,1,3,617,6
1,2001,5,5,0,1
2,1980,2,5,1168,4
1,1970,4,1,4000,5
2,1973,3,5,1000,4
2,1962,2,1,680,2
2,2005,4,5,0,NA
2,1954,2,1,300,2
2,1973,6,1,350,2
1,1969,4,1,2200,4
2,1932,2,1,620,1
2,1981,2,1,1600,2
1,1951,2,1,3355,5
1,1950,2,1,-14,2
2,1982,2,5,1250,2
2,1947,2,1,1000,5
2,1934,2,1,630,2
1,1991,4,5,250,1
2,1966,2,1,725,4
2,1943,2,1,325,2
1,1954,4,1,1800,3
1,1967,4,1,1200,1
1,1972,4,1,1400,5
1,2005,4,5,0,NA
2,1996,4,5,0,1
1,1996,4,5,0,1
2,1972,2,1,2276,6
2,1955,1,3,1600,2
2,1962,2,1,850,4
1,2001,5,5,0,1
1,1973,4,1,2250,3
2,1938,1,4,915,2
1,1980,1,5,1330,5
1,2007,3,5,0,NA
2,1975,4,1,700,4
1,1930,2,1,640,3
2,2003,4,5,0,NA
1,2003,4,5,0,1
2,1992,4,5,0,1
1,1980,1,5,1250,4
1,1975,2,5,2062,5
2,1962,5,1,1660,4
2,1948,2,1,750,2
1,2006,4,5,0,NA
1,1978,3,5,1250,4
2,1980,2,1,0,2
1,1931,2,1,1765,2
1,1950,1,3,1300,5
1,1972,4,5,2000,5
1,1964,1,5,1750,3
1,1959,4,1,-14,5
1,1930,2,1,1650,5
2,1985,6,5,900,4
1,1940,2,1,2750,3
1,1935,2,1,3250,5
2,1975,5,1,0,2
1,1972,3,1,1750,4
2,1927,2,1,1250,5
2,1972,3,1,1250,4
2,1976,3,5,750,2
1,2003,5,5,0,NA
2,1970,4,1,2400,6
1,1948,1,5,2000,5
2,1959,3,5,1200,2
1,2002,5,5,0,1
1,1989,3,5,150,2
1,1970,5,1,1250,2
2,1964,1,3,1600,3
2,1947,2,1,0,2
2,1963,4,1,250,2
1,1967,2,1,900,4
2,1983,5,5,250,3
2,1967,3,1,1062,4
1,1998,4,5,0,1
1,1940,2,1,1000,1
2,1966,4,5,1600,5
1,1944,1,4,1600,2
2,1971,2,3,1500,4
2,1996,3,5,0,1
2,1984,2,5,1000,4
1,1951,4,1,4250,6
2,1973,1,5,2200,6
2,1945,2,1,1000,2
1,1959,4,1,1600,3
2,1972,4,1,1450,4
2,1970,4,1,1235,4
1,2003,4,5,0,1
2,1959,3,1,0,1
1,1981,1,5,1400,5
1,1989,6,5,0,1
2,1990,4,5,0,1
1,1945,3,1,1100,3
1,1931,2,1,1440,2
2,1963,1,3,1774,5
1,1971,2,5,1900,4
2,1975,1,5,887,3
1,1988,5,5,700,2
2,1927,1,4,1250,2
1,1978,2,5,1630,6
1,1994,5,5,0,1
1,1958,4,1,2500,3
1,1986,4,5,1250,4
2,1951,2,3,1700,5
2,1957,4,1,750,2
2,1990,4,5,500,1
1,1972,4,5,1500,4
1,1975,3,1,1750,4
2,1940,2,1,639,2
1,1963,4,1,-14,5
1,1987,4,5,-14,2
1,1959,4,1,2700,5
2,1965,6,1,-14,1
2,1967,5,1,0,3
2,1975,2,1,1700,5
1,1960,4,5,1250,4
1,1989,4,5,0,2
1,1997,5,5,0,1
1,1956,3,1,1500,2
2,1965,3,1,650,2
2,1968,4,1,800,5
2,1971,3,1,900,3
2,1950,2,1,500,2
1,1991,4,5,80,1
1,1940,2,1,1829,5
1,1987,3,5,750,2
2,1932,2,1,650,1
2,1979,3,5,1230,5
1,1977,1,5,1200,5
2,1966,2,3,600,4
1,1973,3,1,1306,4
2,1956,2,3,1500,2
2,1984,3,5,-13,3
1,1979,2,5,1250,1
1,1997,4,5,0,1
2,1947,2,1,2000,5
2,2000,5,5,0,1
1,2002,4,5,0,1
2,1989,4,5,0,3
2,1947,1,4,1500,2
2,1968,5,1,600,2
1,1930,1,4,2500,3
2,1951,2,1,2000,5
1,1978,1,5,1714,6
2,1969,3,1,0,1
2,2006,4,5,0,NA
2,1960,1,3,2340,3
2,1970,4,1,840,4
2,1978,1,5,-14,4
1,1933,2,1,2250,5
1,1937,2,1,1000,5
2,1992,5,5,0,1
1,1949,1,4,2600,5
2,1954,2,1,1250,2
1,1944,5,1,1207,5
1,1987,5,5,260,3
1,1969,3,1,1400,1
1,1991,3,5,0,2
1,1963,4,1,2000,5
2,1987,4,5,0,4
1,1964,1,5,2300,3
1,1935,2,2,1800,3
1,1996,4,5,0,1
1,1947,2,1,1828,2
2,1957,2,4,1250,2
2,1972,4,1,400,4
1,1974,3,1,2500,5
2,1959,4,1,1750,4
2,1982,2,5,1380,5
1,1981,3,1,1250,4
1,1976,3,1,1400,4
1,2002,4,5,0,1
2,1954,3,3,-14,1
2,1950,3,3,2000,5
2,1976,1,5,2212,6
2,1975,4,1,1155,4
1,1995,4,5,0,1
2,1943,2,1,1436,4
1,1988,7,5,750,4
1,1971,4,5,6250,5
1,1948,3,1,1468,4
1,1959,5,1,2006,5
2,1960,4,1,230,6
2,2001,4,5,0,1
2,1935,2,1,750,4
2,1941,2,1,745,1
2,1959,4,1,520,4
1,1966,5,1,1800,4
1,1967,4,1,2250,2
1,1964,1,5,1700,5
2,2006,4,5,0,NA
2,1972,3,1,1000,4
1,1938,2,1,2400,4
1,1957,3,1,1414,4
2,1987,3,5,90,3
2,1970,3,5,1500,5
1,1918,2,4,4750,6
2,2003,4,5,0,1
1,1999,5,5,0,1
2,1992,4,5,0,1
1,1949,5,1,3750,5
1,1995,5,5,0,1
2,1947,2,1,3200,2
2,2003,4,5,0,1
2,1954,3,1,-14,1
2,2002,5,5,0,1
1,1958,1,3,1954,5
2,1964,4,1,650,2
1,2002,4,5,0,1
1,1969,3,1,3000,3
1,1979,1,5,1175,4
1,1934,2,1,2750,6
2,1993,5,5,0,1
2,1962,5,1,0,4
2,1963,4,1,1300,4
1,1961,1,5,1543,6
1,1953,3,1,1450,4
1,1961,3,1,1700,1
1,1950,2,1,1700,4
1,1938,2,1,1450,1
1,1938,2,1,1208,4
2,1961,3,1,370,5
1,1953,3,1,3250,4
2,1953,2,1,0,1
1,1929,2,1,1996,4
2,1993,4,5,0,1
1,1947,2,1,2350,4
1,1977,3,5,1250,4
1,1958,4,1,-14,6
2,1988,5,5,250,4
2,2001,4,5,0,1
2,1976,6,5,951,4
1,1989,3,5,200,2
1,2007,3,5,0,NA
1,1942,2,1,-14,2
1,1962,4,1,1800,4
2,1952,2,3,1175,2
2,1977,3,1,800,5
2,1957,1,3,1100,1
1,1953,5,1,4100,NA
2,1943,2,1,0,2
1,1975,4,1,2100,2
2,1966,4,1,750,4
2,1960,2,3,1250,5
1,1952,2,1,2100,4
2,1939,2,1,1750,2
1,1957,4,1,1957,5
1,1958,2,1,1900,4
1,1997,4,5,0,1
2,2006,5,5,0,NA
2,1996,5,5,0,1
1,1947,2,1,1750,1
2,1963,3,3,1800,5
1,1958,4,1,1250,4
2,1969,5,1,1425,3
1,1930,2,1,2112,6
1,1970,2,3,1490,2
1,1947,6,1,3000,5
1,1990,2,5,30,4
1,1988,4,5,250,3
1,1975,1,5,1750,4
2,1994,7,5,0,1
2,1992,3,5,0,1
2,1995,5,5,0,1
2,2000,4,5,0,1
2,1948,2,1,0,3
2,1956,2,3,1150,2
1,2006,4,5,0,NA
1,1988,6,5,0,3
2,1956,2,1,0,6
1,2001,5,5,0,1
1,1995,3,5,0,1
1,1926,1,4,2600,3
2,1952,2,1,0,1
2,1988,3,5,0,3
1,1976,2,5,2800,6
1,1995,5,5,0,1
2,1996,4,5,0,1
2,1951,2,1,-14,2
1,1970,3,5,1750,1
1,1991,4,5,0,2
1,1974,4,5,1800,3
2,1939,1,3,1270,2
2,1962,5,1,500,4
1,2000,4,5,0,1
2,1976,3,5,1150,3
2,1974,2,5,1455,2
2,1960,2,1,-14,3
1,1974,3,1,2600,5
2,1972,5,5,1400,5
1,1956,3,1,1450,2
1,1979,2,5,1750,2
2,1971,3,5,0,2
1,1978,2,5,2700,3
1,1999,5,5,0,1
1,1939,2,1,2807,1
2,1976,1,5,-14,4
1,1956,4,1,2750,4
2,1959,3,1,4000,6
1,2000,4,5,0,1
2,1971,1,5,0,4
1,1965,3,1,1550,2
1,2008,4,5,0,NA
2,1950,4,5,1300,5
2,1982,2,5,1421,4
2,2002,5,5,0,1
2,1989,5,5,250,2
2,1954,2,1,610,4
1,1980,2,5,1750,2
1,2005,3,5,0,NA
1,2007,4,5,0,NA
1,2003,4,5,0,1
2,1997,5,5,0,1
1,1948,1,5,2550,5
1,1942,1,3,-14,5
1,1980,4,5,984,4
1,2003,9,5,0,1
2,1978,2,5,2600,4
2,2001,4,5,0,1
1,1940,2,1,2750,2
1,1990,5,5,0,1
1,1968,5,1,1000,2
1,1972,4,1,2600,6
1,1965,2,1,1030,1
1,1963,2,3,2300,1
2,1993,5,5,0,1
2,1986,2,5,700,3
2,2003,4,5,0,1
2,2003,5,5,0,NA
1,2005,5,5,0,NA
2,1957,3,1,1400,4
1,1984,3,5,1197,2
2,1968,5,1,0,3
1,1999,3,5,0,1
1,1990,5,5,116,1
2,1991,4,5,160,1
2,2002,5,5,0,1
1,1966,4,1,1500,4
1,1964,4,1,4250,5
2,1930,4,4,-13,1
2,1931,2,4,1750,2
1,1973,3,3,1885,4
1,2003,4,5,0,1
1,1980,1,5,900,5
2,1951,1,4,6000,6
1,2002,4,5,0,1
2,1994,4,5,0,1
2,1956,5,1,250,2
2,1946,3,1,0,2
1,1952,2,1,2300,5
2,1947,2,1,0,1
1,1947,6,1,1300,1
2,1988,3,5,750,2
2,1991,2,5,0,1
2,1984,3,5,1700,5
2,1953,6,1,750,5
1,1958,1,3,0,6
2,1965,5,1,2192,5
1,1944,2,1,1700,2
1,1940,2,1,3038,6
1,1978,2,1,1400,4
2,1993,5,5,0,1
1,2006,5,5,0,NA
1,2005,5,5,0,1
2,1969,3,1,650,2
1,1948,2,1,2130,6
1,1963,4,1,1750,5
2,1973,5,1,2267,6
1,1970,5,1,2422,4
2,1998,4,5,0,1
2,1968,3,1,1250,2
2,1979,1,5,-14,4
2,1966,4,1,1200,4
2,1995,5,5,0,1
1,2002,4,5,0,1
1,1965,8,1,1900,2
1,1932,1,4,2300,1
2,1977,4,1,2750,5
2,1981,1,5,1750,5
2,1964,2,1,0,2
1,1948,2,1,1700,2
2,1971,5,1,1500,6
1,1945,2,1,1630,2
1,2005,5,5,0,NA
1,1972,1,5,1500,5
2,1954,4,1,1150,4
1,1955,4,1,-13,4
1,1959,1,5,2178,5
1,1963,1,5,2450,6
2,2006,4,5,0,NA
1,1957,3,1,1838,2
1,1954,6,1,2047,4
2,1967,2,1,1520,5
2,1995,5,5,0,1
2,1959,3,3,-13,5
2,1962,1,5,1495,2
2,1950,4,1,0,2
1,1968,4,1,2750,5
2,1963,3,1,885,4
1,1941,2,1,1500,1
2,1961,5,1,695,2
2,1968,5,1,300,4
2,2005,5,5,0,NA
2,1988,2,5,0,2
1,1963,5,1,2243,4
1,1943,2,1,1600,2
2,1961,3,1,-14,4
2,1978,2,1,1400,4
1,1995,4,5,0,1
1,1930,1,4,1250,1
2,1943,2,1,0,2
1,1968,4,1,1855,4
2,2006,4,5,0,NA
2,1970,5,1,0,4
1,2005,5,5,0,NA
1,2005,4,5,0,NA
2,1950,2,1,0,2
2,1955,4,1,1500,5
1,1950,2,1,2200,2
1,1949,3,1,1600,2
1,2004,4,5,0,NA
2,2006,4,5,0,NA
2,1981,2,5,2500,5
2,2001,4,5,0,1
1,1968,4,1,1400,4
2,1972,4,5,0,2
