dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,44,6,3,6,8,5,6,4,8,2,2
shp,44,9,10,10,10,10,8,7,10,-0,0
shp,40,3,3,8,9,2,2,8,5,4,7
shp,56,8,10,10,10,10,0,8,3,5,0
shp,26,6,8,2,8,10,6,6,6,8,3
shp,46,10,9,10,10,5,5,5,6,8,10
shp,45,7,7,8,8,3,6,6,5,6,3
shp,48,8,8,8,9,8,8,9,10,2,1
shp,44,3,7,6,9,4,8,5,7,2,3
shp,17,3,1,5,7,8,8,5,8,3,2
shp,15,7,4,1,4,6,7,6,6,4,5
shp,46,6,8,10,8,3,4,5,4,3,3
shp,50,7,1,3,8,1,3,9,10,1,1
shp,71,5,2,10,10,8,10,10,8,2,0
shp,39,8,7,8,9,4,8,6,8,3,5
shp,72,5,5,8,8,5,5,6,5,5,5
shp,56,7,3,8,9,10,8,7,8,3,2
shp,69,7,8,8,8,2,8,8,10,3,4
shp,56,7,4,8,8,4,8,8,8,2,2
shp,53,7,1,8,9,1,5,8,5,2,0
shp,22,5,5,5,2,5,5,8,7,2,2
shp,41,8,8,5,9,3,7,7,6,4,6
shp,38,6,3,7,7,3,6,7,7,2,2
shp,39,10,6,10,10,10,10,5,5,10,5
shp,15,6,10,7,4,10,5,10,5,4,4
shp,58,8,10,5,8,7,8,7,7,5,5
shp,56,3,3,7,2,2,3,3,6,7,3
shp,28,5,6,10,9,3,4,10,6,4,6
shp,76,8,8,9,9,10,10,5,10,1,1
shp,52,7,2,9,9,6,8,8,8,3,2
shp,50,8,2,10,8,5,9,5,8,3,0
shp,19,4,3,4,6,7,5,5,7,5,3
shp,15,6,5,5,8,8,8,6,7,2,3
shp,45,10,10,4,9,3,4,5,9,2,4
shp,61,5,8,10,9,7,8,8,8,5,2
shp,44,10,4,4,8,7,8,2,5,2,10
shp,38,6,3,8,10,5,7,6,5,5,1
shp,68,5,8,5,8,2,5,4,8,2,2
shp,65,6,8,10,9,1,7,6,6,5,6
shp,69,7,5,10,8,4,8,4,8,2,0
shp,44,5,2,7,6,4,3,10,6,6,0
shp,74,6,2,5,7,10,9,4,8,2,0
shp,52,6,5,5,10,5,8,8,5,3,5
shp,51,6,5,10,8,5,6,8,5,2,4
shp,15,5,4,8,8,1,7,5,7,3,8
shp,24,7,5,7,8,8,7,7,7,2,4
shp,42,1,10,5,4,7,3,10,3,5,4
shp,38,4,2,7,6,5,4,6,8,6,6
shp,25,7,10,7,5,8,9,7,3,6,7
shp,52,4,7,5,7,8,7,7,7,4,5
shp,39,7,10,8,10,5,8,10,8,3,2
shp,39,7,5,5,10,8,7,9,9,1,0
shp,33,7,2,6,8,8,7,3,8,5,5
shp,32,6,3,5,8,2,7,7,4,4,8
shp,44,6,2,8,10,6,5,5,8,4,2
shp,60,7,7,8,10,5,7,5,7,3,5
shp,45,10,10,8,10,10,10,10,10,3,2
shp,16,8,2,5,5,10,7,9,10,5,6
shp,43,7,10,10,10,10,10,10,7,5,0
shp,48,8,8,8,8,9,8,8,5,2,3
shp,32,7,5,7,8,4,7,6,6,2,2
shp,68,7,6,7,8,4,7,6,7,3,6
shp,65,6,7,9,8,9,9,5,8,4,4
shp,51,6,8,5,9,2,7,3,7,2,5
shp,47,8,6,4,8,5,9,8,8,2,2
shp,53,8,8,10,8,3,6,7,8,4,8
shp,45,8,2,8,9,6,6,8,8,4,2
shp,75,7,10,4,10,1,8,6,9,1,1
shp,70,6,8,6,7,8,8,8,8,7,3
shp,38,8,4,6,8,2,7,6,6,2,6
shp,35,5,7,3,8,5,8,8,5,4,3
shp,43,7,10,8,8,8,6,7,8,1,2
shp,42,3,5,7,10,5,6,10,10,5,8
shp,15,10,10,-0,5,5,8,10,10,10,8
shp,66,4,10,10,10,7,10,8,5,3,4
shp,63,7,8,6,8,2,6,2,8,6,7
shp,51,8,5,9,10,-0,9,9,8,3,7
shp,45,6,9,9,8,5,5,7,8,5,1
shp,18,8,10,8,9,5,7,8,7,7,2
shp,14,4,8,5,3,5,6,7,5,4,3
shp,59,6,6,8,9,5,5,6,8,3,1
shp,56,6,8,8,8,7,8,5,5,4,7
shp,28,6,8,8,8,6,8,7,7,3,6
shp,30,7,6,9,9,4,6,7,8,3,4
shp,73,9,9,4,7,3,9,10,6,7,4
shp,68,7,2,6,8,3,6,7,8,1,4
shp,61,5,4,10,10,10,8,8,10,2,2
shp,60,9,9,9,9,9,8,7,7,4,1
shp,23,4,6,5,4,4,4,5,6,5,5
shp,21,6,5,5,8,4,8,5,8,5,7
shp,40,4,4,10,10,8,8,5,8,2,0
shp,68,8,10,10,10,10,10,7,10,-0,0
shp,55,6,5,10,10,-0,6,3,10,1,5
shp,47,6,6,5,7,3,4,6,7,3,3
shp,45,7,7,8,9,1,6,7,4,5,9
shp,16,8,6,1,3,4,8,3,8,3,2
shp,14,7,5,-0,5,5,10,5,7,-0,5
shp,14,9,5,5,7,8,10,7,8,4,4
shp,41,4,5,7,7,3,4,6,5,3,3
shp,49,6,7,5,10,-0,3,7,7,2,4
shp,76,7,7,7,9,2,8,8,8,3,6
shp,49,6,4,8,8,2,8,7,6,6,8
shp,46,7,1,7,9,10,7,2,10,5,5
shp,20,5,3,7,7,10,8,3,8,1,3
shp,18,7,4,3,7,5,6,2,5,4,8
shp,63,5,5,10,8,10,10,4,10,2,0
shp,54,8,2,3,8,5,6,7,7,5,5
shp,29,8,8,7,9,8,6,7,8,5,5
shp,29,7,7,7,8,3,5,8,7,3,2
shp,23,5,3,10,7,8,10,10,3,5,8
shp,21,5,4,10,10,10,8,-0,10,-0,0
shp,41,5,2,6,7,7,8,5,7,5,4
shp,47,8,8,9,8,9,10,9,9,1,3
shp,46,4,3,8,9,4,5,7,6,2,2
shp,78,5,5,5,5,5,5,8,5,3,5
shp,43,8,5,10,8,10,8,10,6,5,4
shp,47,6,0,10,7,10,10,8,7,4,7
shp,55,7,8,7,8,8,7,9,8,3,2
shp,28,9,7,8,8,6,8,5,7,3,3
shp,21,9,7,3,8,7,4,6,7,3,4
shp,18,9,9,2,9,3,8,3,9,1,2
shp,29,8,7,2,7,4,4,1,5,7,2
shp,49,8,5,10,10,10,10,10,8,-0,7
shp,53,10,8,8,8,5,9,8,6,3,2
shp,19,6,9,6,7,5,9,8,7,3,3
shp,61,10,9,6,8,10,9,6,8,1,3
shp,55,6,3,9,8,7,7,9,8,4,5
shp,21,8,7,7,8,6,9,7,8,1,1
shp,16,4,2,6,7,5,6,8,7,2,3
shp,42,8,1,10,8,5,8,8,4,2,0
shp,70,8,0,1,8,4,10,7,8,1,7
shp,43,5,5,5,9,7,5,6,5,2,3
shp,51,8,9,10,8,5,6,8,9,3,4
shp,82,5,9,6,5,10,8,9,9,1,1
shp,36,5,7,6,9,9,7,8,8,1,2
shp,72,3,0,10,8,4,5,10,10,3,0
shp,56,8,2,3,8,7,8,5,7,5,5
shp,62,3,3,8,7,3,5,5,8,6,4
shp,61,7,5,7,8,7,7,7,7,5,4
shp,30,6,3,6,9,9,9,7,9,7,7
shp,26,7,1,5,10,4,9,-0,8,3,6
shp,57,8,7,3,8,2,8,6,5,3,5
shp,25,5,8,9,10,9,10,8,10,3,10
shp,81,6,5,5,8,4,8,5,8,2,5
shp,59,7,4,8,6,5,7,7,8,4,5
shp,26,6,2,3,7,8,8,7,8,5,6
shp,72,6,4,4,7,2,6,5,7,4,7
shp,67,7,6,7,8,5,8,6,8,2,3
shp,54,8,5,4,10,10,10,6,8,3,6
shp,51,6,4,6,8,7,7,6,6,2,3
shp,17,5,1,7,8,7,6,4,7,2,7
shp,16,7,8,5,8,1,10,2,5,2,6
shp,16,8,6,3,9,4,10,3,8,3,7
shp,39,9,1,10,9,9,8,2,7,2,1
shp,68,8,4,8,8,7,8,10,8,2,7
shp,52,9,10,9,8,7,7,8,7,3,1
shp,32,4,3,5,6,5,6,5,6,3,5
shp,67,7,5,10,8,10,9,5,7,2,4
shp,79,8,3,5,8,5,8,7,7,2,4
shp,52,4,6,3,10,-0,2,8,3,2,0
shp,46,7,6,7,7,5,8,6,7,3,3
shp,45,9,5,9,9,5,7,9,7,4,1
shp,41,7,3,8,9,8,8,5,7,4,2
shp,41,6,6,8,8,9,10,7,10,5,2
shp,41,4,2,7,9,3,5,7,7,1,3
shp,41,7,5,10,8,10,8,10,8,2,3
shp,46,10,10,9,9,10,10,6,7,1,4
shp,79,5,2,10,8,4,7,10,7,7,0
shp,57,7,7,4,7,7,9,8,9,4,6
shp,42,4,1,7,8,10,8,3,8,1,3
shp,27,8,8,5,8,7,9,6,7,2,4
shp,46,7,8,7,8,6,6,6,8,4,5
shp,45,7,8,7,8,4,6,7,7,1,2
shp,62,7,5,5,8,5,6,6,6,3,6
shp,84,3,4,10,8,2,7,10,8,3,3
shp,69,8,5,8,10,5,8,6,7,3,5
shp,35,7,2,8,8,8,9,7,8,2,5
shp,35,10,9,10,10,10,10,5,8,5,8
shp,66,8,6,3,8,2,9,5,7,4,4
shp,75,10,9,8,9,8,9,8,10,1,1
shp,64,8,7,5,7,6,8,5,7,5,6
shp,28,4,3,5,8,4,7,7,5,6,6
shp,41,7,7,7,9,8,9,6,6,1,2
shp,46,5,8,7,9,10,10,8,8,1,0
shp,40,7,8,4,7,7,7,5,7,4,4
shp,18,9,7,5,7,6,8,6,7,3,4
shp,16,6,5,6,8,10,9,7,6,1,3
shp,14,9,7,3,6,6,9,8,8,6,8
shp,81,5,2,5,7,4,8,5,6,2,5
shp,48,8,7,3,9,5,8,6,7,3,6
shp,46,6,4,7,8,5,7,6,5,5,4
shp,51,8,2,5,8,5,8,4,5,4,5
shp,50,8,9,6,8,7,7,8,7,1,2
shp,49,7,3,5,8,8,6,7,8,3,3
shp,20,10,6,4,7,10,4,10,5,4,3
shp,17,10,8,7,7,9,8,7,8,3,4
shp,15,8,9,1,4,7,8,5,8,3,4
shp,47,8,5,7,8,8,8,7,5,2,5
shp,46,5,7,8,8,3,7,7,8,3,7
shp,15,7,5,9,10,10,9,10,10,1,0
shp,55,6,5,10,10,2,8,2,7,4,7
shp,28,8,5,5,8,6,9,5,8,3,2
shp,47,8,3,4,10,7,8,8,9,2,2
shp,49,7,7,7,8,8,7,6,8,3,3
shp,89,5,10,10,9,5,8,10,9,3,5
shp,83,10,10,10,9,5,10,10,7,5,5
shp,41,6,2,6,8,5,7,5,7,4,3
shp,58,8,3,5,8,6,8,8,8,2,2
shp,44,7,10,8,10,4,8,10,10,2,0
shp,77,7,5,10,8,8,8,8,8,3,5
shp,45,6,8,7,10,6,7,9,8,1,0
shp,90,8,0,10,10,-0,5,5,9,-0,0
shp,70,8,4,5,8,5,8,5,5,2,2
shp,66,8,8,8,8,10,8,8,8,2,4
shp,50,8,3,7,7,8,6,6,7,5,4
shp,44,8,7,6,8,3,7,3,6,4,4
shp,66,8,2,6,4,3,7,7,7,3,4
shp,54,7,1,9,9,8,8,8,8,2,3
shp,24,8,9,4,9,10,10,8,8,3,2
shp,68,10,3,5,10,10,9,5,10,-0,3
shp,56,3,10,6,9,8,9,5,9,1,5
shp,61,5,1,8,9,4,9,8,8,2,8
shp,57,8,7,10,8,8,8,7,8,3,4
shp,44,7,5,5,8,5,7,5,9,5,8
shp,48,9,5,8,9,5,8,6,5,2,2
shp,57,6,6,9,9,8,6,7,9,1,2
shp,24,7,8,5,9,6,8,6,8,1,2
shp,31,8,9,7,8,2,6,2,10,1,2
shp,30,5,2,9,9,10,5,5,5,1,5
shp,42,6,4,7,8,6,7,6,8,2,4
shp,81,5,8,6,9,5,7,7,7,2,3
shp,40,10,0,10,10,10,5,5,5,-0,10
shp,50,8,2,10,9,10,9,5,9,1,0
shp,19,6,0,6,7,9,9,4,9,4,8
shp,86,5,10,5,10,10,10,10,10,-0,0
shp,71,6,2,2,10,10,8,10,8,7,8
shp,54,5,5,6,8,4,7,6,5,3,4
shp,53,7,2,4,8,6,8,4,8,5,5
shp,74,8,6,4,7,7,8,5,6,4,5
shp,50,7,3,5,7,6,7,5,6,3,3
shp,47,8,5,8,10,10,10,8,10,4,5
shp,20,10,3,4,8,8,9,7,8,3,2
shp,19,5,9,8,7,8,7,6,7,7,8
shp,15,6,7,2,9,7,8,6,7,4,3
shp,74,8,8,5,8,4,7,8,8,2,3
shp,71,7,7,7,8,4,6,4,6,5,5
shp,65,5,6,8,9,8,8,8,7,2,2
shp,58,4,8,4,5,7,8,8,5,2,3
shp,56,5,5,4,7,4,6,6,7,5,5
shp,56,6,8,5,9,7,9,2,9,3,3
shp,25,5,6,8,8,7,8,6,7,5,7
shp,26,5,3,7,8,8,7,5,9,4,4
shp,59,4,6,7,9,2,4,7,8,3,5
shp,56,7,9,9,9,9,8,8,5,1,2
shp,29,7,2,9,9,6,7,8,6,2,2
shp,34,8,2,10,9,9,10,10,9,2,1
shp,53,8,8,3,8,2,7,10,10,3,7
shp,52,5,8,7,8,5,6,8,7,3,3
shp,17,3,9,8,5,8,5,7,5,3,6
shp,46,5,5,8,8,3,5,7,8,4,3
shp,49,9,2,8,7,10,7,3,7,4,2
shp,62,7,2,5,8,2,8,3,8,3,0
shp,46,5,2,7,10,10,9,6,10,5,0
shp,44,4,5,6,9,7,8,7,4,2,3
shp,24,8,6,5,7,10,10,8,8,5,6
shp,75,5,3,8,8,4,5,7,5,4,2
shp,74,5,8,8,6,10,8,8,9,5,2
shp,42,8,3,10,9,5,9,10,9,1,0
shp,17,7,10,5,10,-0,8,4,8,-0,4
shp,54,8,3,10,10,7,7,7,8,1,1
shp,50,7,5,10,10,10,8,10,8,2,2
shp,49,8,0,10,8,8,6,7,6,2,2
shp,47,5,5,7,9,8,8,7,4,5,5
shp,21,7,1,4,8,5,7,6,5,3,3
shp,19,9,10,7,7,6,9,6,6,3,7
shp,71,0,2,9,10,10,10,10,5,2,4
shp,46,5,5,8,8,5,8,5,4,2,2
shp,30,5,4,7,9,5,9,5,8,2,4
shp,35,3,5,8,8,10,7,7,8,3,4
shp,67,4,0,4,10,2,5,10,8,-0,1
shp,52,7,7,7,8,7,8,7,7,4,3
shp,32,10,3,8,8,10,9,6,8,3,4
shp,79,8,8,8,9,6,7,8,9,2,2
shp,88,9,8,10,10,1,8,10,10,1,0
shp,39,6,6,10,10,10,10,8,10,2,0
shp,82,10,8,8,10,10,10,6,5,5,10
shp,59,8,0,10,10,9,10,10,10,5,7
shp,55,6,5,5,5,4,8,4,5,5,5
shp,39,7,3,2,6,5,9,4,9,2,2
shp,42,8,9,8,9,3,7,6,8,3,3
shp,78,4,6,8,8,10,6,10,6,3,3
shp,57,7,3,3,10,10,10,3,10,8,7
shp,47,5,5,8,8,3,5,7,8,2,2
shp,41,5,0,9,10,9,7,3,10,3,6
shp,19,6,1,8,9,5,8,6,7,1,3
shp,17,8,8,5,7,7,7,7,8,4,4
shp,43,9,10,9,8,8,10,7,8,3,1
shp,15,8,10,5,8,10,6,10,10,1,5
shp,43,5,6,6,8,7,8,10,8,4,7
shp,68,9,7,3,8,6,9,7,8,3,7
shp,64,8,9,5,9,10,8,8,9,3,3
shp,56,8,8,8,8,8,8,8,6,2,2
shp,38,5,10,9,8,6,5,8,7,2,2
shp,37,7,7,4,8,5,5,6,5,4,8
shp,57,8,4,6,9,2,7,7,8,1,4
shp,51,4,6,7,9,3,6,7,9,5,6
shp,48,8,10,10,10,10,10,8,8,2,0
shp,17,8,8,4,7,8,8,6,7,2,2
shp,51,4,1,9,8,5,5,5,7,7,8
shp,16,2,3,7,8,-0,2,5,8,5,5
shp,16,8,0,7,8,8,10,8,2,5,5
shp,48,9,9,6,8,5,7,8,7,3,1
shp,47,7,5,3,8,8,8,7,5,2,2
shp,19,5,0,6,8,5,9,4,9,3,5
shp,17,8,3,7,7,7,9,5,6,2,6
shp,62,10,10,10,10,5,4,8,8,-0,3
shp,43,8,8,8,8,10,9,8,7,2,2
shp,43,9,4,10,10,3,5,6,7,2,1
shp,47,8,4,6,9,3,8,4,6,-0,4
shp,42,9,6,10,9,10,10,9,9,3,0
shp,73,10,5,2,8,-0,5,7,8,5,8
shp,68,7,2,8,10,5,5,6,7,6,6
shp,39,8,3,9,7,8,9,5,8,3,3
shp,37,8,9,7,9,4,7,8,7,1,2
shp,65,6,7,6,8,5,7,6,8,2,3
shp,63,7,5,6,7,6,8,6,8,3,8
shp,30,7,10,5,8,6,8,6,7,2,4
shp,29,6,6,10,10,10,9,7,7,2,3
shp,83,7,0,7,9,9,10,10,7,2,0
shp,74,8,5,10,8,9,8,6,8,3,5
shp,48,5,7,10,8,7,7,8,8,2,3
shp,47,8,2,6,9,6,5,8,9,3,3
shp,64,8,1,4,8,4,9,8,8,2,6
shp,55,7,9,7,10,8,7,3,8,1,4
shp,49,4,10,10,10,2,3,7,1,-0,0
shp,62,6,4,4,8,8,8,4,8,4,7
shp,31,5,6,7,8,5,7,5,7,3,3
shp,83,7,7,8,8,10,9,8,9,1,2
shp,24,6,3,6,9,5,8,5,8,3,6
shp,25,7,7,6,9,3,5,6,4,3,9
shp,41,10,2,5,8,2,9,5,5,2,5
shp,57,7,5,7,8,6,7,6,7,2,3
shp,51,0,0,6,6,2,1,10,6,5,0
shp,22,10,7,5,9,5,8,7,8,-0,3
shp,63,5,6,8,8,5,8,4,8,1,3
shp,56,7,2,9,10,2,7,2,10,3,8
shp,49,4,2,7,8,5,7,6,7,4,3
shp,18,7,2,8,8,8,9,5,8,1,1
shp,16,7,2,7,8,8,7,6,7,3,5
shp,63,10,0,-0,10,-0,10,-0,10,-0,10
shp,63,0,5,6,7,10,10,4,10,7,8
shp,53,9,5,3,8,4,7,5,7,2,4
shp,54,7,9,4,8,2,4,7,7,3,4
shp,23,10,10,7,10,3,9,9,10,-0,7
shp,19,10,10,7,8,10,10,7,7,1,3
shp,25,8,7,2,10,2,7,7,9,3,2
shp,74,9,5,8,9,8,7,8,9,1,2
shp,70,0,2,5,8,5,9,10,9,-0,5
shp,70,6,3,5,8,2,10,5,9,1,5
shp,40,6,7,7,8,5,7,6,8,2,3
shp,63,4,5,4,6,3,6,4,7,4,5
shp,61,10,5,10,8,5,8,4,8,7,2
shp,54,6,4,5,8,6,7,7,7,2,3
shp,50,8,0,4,8,10,8,9,8,2,2
shp,17,5,2,8,7,9,9,7,7,4,4
shp,48,7,4,5,7,5,8,4,6,5,6
shp,45,6,5,10,10,10,9,5,10,-0,0
shp,58,9,8,9,9,4,5,10,8,4,2
shp,31,8,10,8,9,5,5,1,5,2,3
shp,29,10,9,9,5,9,10,5,10,-0,7
shp,67,7,7,7,8,8,7,6,7,2,5
shp,44,7,7,7,8,6,6,3,6,5,7
shp,43,6,6,5,7,4,5,5,8,6,6
shp,16,7,7,3,7,5,10,4,10,3,6
shp,58,4,5,5,3,5,6,3,7,5,3
shp,53,1,6,9,10,9,9,10,7,6,8
shp,14,6,1,2,5,3,8,-0,7,2,2
shp,72,10,2,10,10,10,10,7,8,2,0
shp,71,10,3,10,10,10,10,10,10,-0,0
shp,77,6,2,7,7,5,6,10,6,3,5
shp,39,5,2,5,8,5,8,5,4,3,2
shp,14,4,0,5,5,10,5,10,10,-0,3
shp,48,7,5,9,9,10,9,9,8,2,0
shp,43,7,7,5,8,7,8,7,8,3,3
shp,25,4,2,7,9,3,7,8,6,6,7
shp,23,8,5,7,8,8,8,9,8,1,2
shp,22,9,6,8,8,9,9,5,9,3,6
shp,44,10,10,10,9,9,10,8,8,2,6
shp,22,5,7,6,10,10,10,6,8,-0,1
shp,17,6,4,6,10,5,7,7,9,3,5
shp,49,9,10,10,9,10,10,10,8,1,0
shp,48,5,5,6,9,5,9,7,5,5,2
shp,26,8,1,10,9,5,7,8,10,-0,0
shp,18,6,6,8,8,5,9,7,8,2,1
shp,60,10,6,10,10,5,10,5,5,2,7
shp,58,8,6,8,9,10,9,8,7,1,2
shp,34,6,6,8,9,4,8,7,9,7,9
shp,58,8,2,7,7,5,10,5,2,3,3
shp,50,2,8,8,8,7,7,8,8,2,3
shp,49,7,4,8,9,9,9,9,9,2,1
shp,51,8,10,8,8,6,8,7,7,1,3
shp,22,9,8,4,7,5,9,2,8,3,5
shp,19,10,3,9,8,4,9,8,8,1,6
shp,52,5,2,10,10,10,8,10,10,2,2
shp,29,5,2,7,8,4,7,6,8,3,7
shp,73,5,0,5,8,8,10,10,8,-0,5
shp,39,6,5,5,8,4,7,8,7,2,2
shp,41,7,2,10,9,9,10,8,8,8,9
shp,15,8,2,4,8,5,8,6,8,2,6
shp,74,3,2,10,10,3,9,10,3,-0,7
shp,45,7,1,3,8,5,6,7,8,2,2
shp,62,10,9,10,10,3,7,10,8,8,0
shp,60,9,9,8,9,10,10,7,9,1,2
shp,25,9,10,3,7,7,8,8,8,2,2
shp,22,10,8,3,7,2,9,5,4,1,3
shp,18,7,10,8,8,8,8,7,8,1,2
shp,41,7,2,5,8,8,8,3,9,4,5
shp,60,3,2,8,10,5,5,8,5,1,2
shp,60,7,7,10,10,4,8,10,4,4,2
shp,27,6,8,4,7,8,9,6,5,4,5
shp,30,10,3,10,10,10,8,10,4,3,5
shp,63,5,4,8,9,2,7,10,10,3,6
shp,44,8,9,7,8,4,8,7,8,5,8
shp,85,5,5,5,8,8,7,8,8,3,2
shp,71,5,6,5,9,10,8,10,10,5,8
shp,54,8,0,10,9,2,8,10,6,2,3
shp,59,6,3,8,8,6,5,7,5,2,5
shp,58,5,0,5,5,5,10,10,5,-0,5
shp,46,5,7,4,7,5,5,4,5,3,3
shp,42,8,3,9,7,7,5,5,7,4,3
shp,46,8,5,8,5,7,8,8,3,2,2
shp,77,5,0,-0,8,-0,5,2,10,3,5
shp,73,5,7,5,8,10,8,7,8,5,2
shp,58,7,1,7,9,2,6,9,8,3,4
shp,55,6,7,5,5,6,7,7,7,2,3
shp,19,9,8,7,8,6,8,8,8,3,7
shp,45,7,5,6,10,5,6,6,8,3,6
shp,41,8,8,8,8,10,7,6,8,6,5
shp,45,9,3,8,9,10,9,6,2,1,2
shp,47,10,8,9,9,8,9,7,9,1,1
shp,17,8,0,2,10,10,10,8,8,2,0
shp,15,5,3,9,8,8,9,5,7,3,4
shp,76,4,5,10,9,5,9,1,10,1,2
shp,41,7,7,4,6,9,8,4,7,5,5
shp,38,7,8,7,7,3,6,4,5,7,6
shp,45,6,2,7,8,10,9,7,8,6,4
shp,16,6,3,8,8,7,8,8,8,3,3
shp,14,7,5,4,7,7,8,4,7,2,4
shp,68,8,8,3,5,10,9,6,8,3,3
shp,71,9,8,10,8,10,10,9,7,1,1
shp,49,7,7,4,9,4,8,3,9,2,5
shp,31,8,7,8,10,2,8,5,7,2,4
shp,27,7,2,7,8,8,8,6,8,3,5
shp,54,9,7,2,8,8,8,4,8,3,8
shp,29,7,2,8,9,3,7,9,8,1,2
shp,26,6,2,7,10,4,7,7,9,3,8
shp,24,5,0,8,10,4,7,6,8,3,3
shp,20,5,6,9,9,7,9,8,6,4,3
shp,42,8,9,2,8,10,8,9,5,2,1
shp,56,8,7,2,5,8,8,4,8,6,6
shp,48,4,7,6,8,6,6,7,6,3,3
shp,66,3,7,3,10,10,10,8,7,2,0
shp,68,7,5,6,9,3,8,8,7,2,2
shp,63,7,10,10,10,4,8,8,8,2,0
shp,52,8,5,10,10,10,10,7,5,2,3
shp,58,5,8,10,10,5,10,10,10,2,2
shp,59,10,7,9,9,7,10,7,9,2,5
shp,57,5,5,4,7,7,7,4,5,5,4
shp,53,8,4,6,7,5,5,7,7,3,4
shp,51,8,9,10,9,5,7,5,8,6,6
shp,20,8,8,6,4,8,9,5,7,2,2
shp,17,10,10,10,7,7,10,6,8,1,6
shp,75,5,5,10,8,5,8,7,5,2,5
shp,67,6,9,9,9,9,9,3,8,1,2
shp,49,6,2,6,10,10,6,6,7,3,2
shp,49,7,8,3,10,10,10,4,10,-0,2
shp,68,7,7,10,10,10,9,6,8,4,6
shp,68,5,6,8,7,6,7,7,7,3,3
shp,48,7,2,3,7,8,7,7,3,5,7
shp,45,10,1,10,10,10,10,10,9,-0,2
shp,62,10,5,9,8,5,9,8,8,2,6
shp,58,6,8,10,8,10,9,8,8,2,0
shp,78,5,5,5,6,5,6,10,6,5,5
shp,50,7,6,5,9,6,7,6,7,3,4
shp,22,7,7,4,7,7,8,7,6,3,6
shp,42,8,5,2,10,10,10,3,10,5,8
shp,37,5,5,6,8,7,8,7,8,4,5
shp,40,3,7,6,8,8,10,1,3,5,8
shp,81,6,8,6,8,5,6,6,3,5,8
shp,69,8,10,7,7,10,9,5,8,5,8
shp,60,6,4,5,6,6,7,3,5,4,5
shp,71,5,5,6,5,3,7,8,8,2,5
shp,71,7,4,7,8,3,8,8,7,3,6
shp,40,4,1,2,9,8,8,5,5,3,5
shp,75,5,3,6,8,3,3,6,4,5,8
shp,71,5,0,5,5,10,10,5,5,2,1
shp,46,2,7,7,8,6,7,7,7,3,3
shp,43,5,8,8,7,5,8,5,8,2,5
shp,63,5,0,10,8,10,7,8,6,4,2
shp,47,9,5,10,8,10,9,5,6,2,5
shp,53,2,6,8,10,1,4,3,9,6,8
shp,84,5,5,5,10,8,10,9,4,-0,0
shp,49,8,5,10,9,10,10,9,9,1,3
shp,45,7,9,9,9,9,9,9,8,2,0
shp,14,7,2,7,9,7,10,6,8,3,5
shp,40,3,3,7,9,7,8,8,8,7,2
shp,37,8,4,8,10,4,8,7,9,-0,3
shp,66,7,5,8,8,7,7,7,8,3,2
shp,66,10,8,3,8,5,8,5,5,5,5
shp,42,9,10,3,9,10,9,10,5,1,0
shp,39,9,10,9,10,7,10,2,5,2,0
shp,16,4,2,6,5,5,7,7,10,5,4
shp,72,7,2,6,8,5,7,6,8,2,5
shp,70,5,7,2,8,2,6,5,7,3,6
shp,35,5,2,7,8,6,8,6,8,2,5
shp,32,10,2,3,10,8,8,4,4,3,7
shp,65,8,2,9,8,8,8,8,8,2,5
shp,51,5,1,2,6,9,5,4,7,6,6
shp,65,5,0,7,9,8,10,5,9,-0,5
shp,63,7,2,6,9,10,8,8,8,4,2
shp,74,8,5,7,8,6,10,7,8,2,5
shp,76,0,8,10,10,8,10,9,8,2,2
shp,81,7,10,10,10,5,10,10,10,5,0
shp,45,9,7,8,8,6,8,8,8,2,3
shp,44,7,2,5,9,5,4,7,6,1,3
shp,15,7,6,2,6,9,8,6,8,1,2
shp,78,8,6,8,9,1,7,3,8,2,3
shp,57,6,7,5,5,5,5,8,7,3,3
shp,67,6,5,6,6,8,6,8,6,4,4
shp,38,8,8,7,9,7,9,6,6,6,5
shp,44,9,8,7,8,8,9,1,8,4,5
shp,40,8,5,10,10,10,10,8,8,-0,0
shp,20,6,8,7,8,3,8,6,8,4,2
shp,16,5,7,6,9,2,7,6,9,3,3
shp,59,6,2,4,8,7,10,4,10,2,3
shp,45,8,8,5,7,4,6,2,7,5,5
shp,60,7,3,8,9,10,7,8,8,4,1
shp,59,7,5,10,10,10,10,10,10,-0,0
shp,52,8,3,8,8,2,5,5,8,2,2
shp,52,10,10,8,8,9,8,10,8,1,7
shp,52,6,7,4,7,7,8,6,6,2,3
shp,25,4,10,6,8,6,7,8,8,5,5
shp,16,8,10,8,9,5,8,8,9,1,1
shp,63,8,8,10,10,5,8,8,6,1,2
shp,34,7,7,5,4,9,9,5,9,7,7
shp,47,6,3,7,8,8,6,7,7,2,2
shp,18,7,7,5,7,8,8,8,7,3,3
shp,16,8,7,4,8,5,7,6,7,3,6
shp,49,4,3,6,8,5,6,8,7,4,3
shp,46,10,10,10,8,10,9,8,10,-0,0
shp,48,5,4,7,9,7,9,5,7,1,2
shp,27,9,5,9,9,1,9,9,9,1,4
shp,67,10,10,10,8,10,10,9,8,7,8
