dataset,age,bfi_O_imag,bfi_O_arti,bfi_C_lazy,bfi_C_thor,bfi_E_rese,bfi_E_soci,bfi_A_faul,bfi_A_trus,bfi_N_rela,bfi_N_nerv
shp,53,10,5,10,10,10,10,10,10,-0,2
shp,53,5,7,8,8,5,5,6,6,2,5
shp,23,5,3,7,4,4,5,4,4,7,4
shp,22,7,1,8,10,9,8,3,9,1,2
shp,18,8,8,4,5,3,7,4,3,6,10
shp,37,10,10,7,9,7,9,10,10,2,7
shp,73,7,10,10,5,5,7,10,5,5,0
shp,37,7,7,8,8,7,10,7,7,2,4
shp,46,8,3,10,9,10,9,3,2,1,2
shp,41,6,5,8,10,8,8,8,9,2,3
shp,14,9,9,8,9,7,8,8,5,3,5
shp,58,8,2,7,8,10,7,5,8,2,4
shp,53,7,0,10,10,10,10,5,8,4,5
shp,37,9,7,4,9,7,8,5,9,2,5
shp,66,8,4,8,9,8,8,7,9,2,2
shp,65,9,5,3,9,10,9,9,9,3,6
shp,31,9,5,7,7,8,8,6,7,3,3
shp,32,8,5,9,10,8,8,6,10,2,6
shp,34,5,6,6,7,4,6,8,7,4,2
shp,46,8,8,8,10,3,7,7,8,2,2
shp,19,8,8,6,10,10,8,4,9,2,3
shp,71,4,8,10,9,-0,8,10,8,3,4
shp,66,5,0,10,10,10,10,10,8,-0,0
shp,72,8,10,7,8,5,8,5,8,4,3
shp,69,8,7,4,7,6,8,6,8,6,4
shp,51,7,4,8,8,5,5,7,8,4,3
shp,46,5,3,7,7,7,7,5,7,3,3
shp,18,9,5,3,7,10,9,3,10,3,2
shp,16,6,2,3,6,3,7,7,7,4,3
shp,47,8,4,9,8,9,8,7,7,3,4
shp,53,8,4,6,10,4,6,7,9,2,1
shp,19,7,8,8,7,8,8,7,5,5,4
shp,17,3,1,7,6,7,8,6,8,2,2
shp,16,5,5,5,9,3,7,7,8,1,2
shp,28,5,5,5,8,-0,8,10,10,5,6
shp,47,2,6,3,8,10,7,8,7,3,2
shp,43,7,2,9,8,8,8,8,8,2,3
shp,42,8,7,7,8,8,10,2,8,4,8
shp,63,8,9,5,9,7,8,9,9,2,5
shp,65,4,3,3,6,5,7,5,6,3,6
shp,53,8,3,4,9,8,8,2,8,1,4
shp,24,8,8,2,8,7,7,2,7,2,4
shp,65,7,3,7,9,7,8,7,8,-0,5
shp,57,7,8,10,10,10,8,10,8,2,2
shp,50,10,4,6,8,10,10,6,8,4,3
shp,61,7,8,8,8,5,7,8,7,1,3
shp,35,8,3,6,8,7,9,7,7,3,4
shp,43,9,4,4,7,8,9,6,8,3,4
shp,40,4,9,8,9,4,6,5,6,3,1
shp,66,8,8,5,7,5,7,7,8,6,8
shp,45,6,5,6,7,6,7,5,7,2,4
shp,50,5,0,10,8,6,6,10,5,2,0
shp,55,4,5,4,8,3,9,8,7,2,2
shp,45,9,9,8,9,8,9,8,9,1,2
shp,51,8,5,3,8,3,7,6,8,3,2
shp,24,9,6,3,8,5,10,6,9,4,7
shp,53,6,5,10,9,7,9,7,9,2,2
shp,47,8,10,10,5,10,10,10,2,2,2
shp,23,7,3,8,8,6,7,7,6,3,4
shp,21,8,3,7,9,10,8,5,9,2,3
shp,19,9,7,5,10,4,10,5,9,2,8
shp,68,7,2,7,5,7,7,8,7,2,1
shp,24,6,2,8,7,4,9,3,8,2,5
shp,51,7,7,8,9,7,8,8,8,3,3
shp,22,10,10,8,6,10,10,6,8,2,2
shp,49,5,6,10,8,10,10,8,10,3,4
shp,15,7,6,9,9,2,8,3,8,4,3
shp,45,3,6,7,6,4,5,7,6,2,8
shp,15,7,7,4,6,3,5,4,4,5,7
shp,85,10,10,5,8,8,8,5,8,5,6
shp,39,8,8,6,9,6,7,5,8,1,3
shp,56,9,7,8,9,5,7,8,6,3,4
shp,39,3,4,7,9,7,8,8,7,5,2
shp,36,5,3,7,7,7,7,7,7,2,3
shp,43,7,7,6,7,6,8,4,6,3,6
shp,20,9,3,2,8,2,8,2,8,2,8
shp,46,8,8,8,9,7,7,5,8,3,3
shp,43,8,8,7,8,7,8,7,6,5,4
shp,46,5,2,3,8,10,7,6,6,2,3
shp,75,8,5,9,7,5,8,7,9,1,2
shp,73,9,7,8,8,8,7,7,8,3,1
shp,49,10,10,10,9,10,10,3,0,5,8
shp,62,8,6,7,7,5,7,6,5,2,2
shp,59,7,2,2,8,2,8,2,8,2,8
shp,26,8,7,8,8,8,8,9,8,2,2
shp,24,9,10,10,10,10,9,10,10,-0,1
shp,54,5,0,2,8,3,7,8,7,2,5
shp,53,6,7,9,9,5,7,5,6,3,4
shp,53,10,10,10,10,8,10,5,8,1,6
shp,22,7,3,8,8,8,9,8,8,3,5
shp,77,10,10,10,10,10,10,10,10,2,5
shp,21,10,7,4,8,3,7,8,8,5,8
shp,31,7,8,8,8,6,7,6,8,3,5
shp,35,7,8,7,7,8,8,6,7,4,3
shp,47,7,9,7,8,8,8,6,7,3,1
shp,47,8,8,6,9,10,9,7,9,-0,5
shp,25,7,10,4,5,9,6,9,9,5,5
shp,21,8,6,4,8,6,8,3,8,3,2
shp,22,10,5,7,9,6,8,7,6,4,6
shp,59,8,3,7,8,5,6,4,7,4,3
shp,44,5,3,6,7,5,5,6,7,3,2
shp,15,7,7,6,9,8,10,6,5,3,5
shp,60,10,9,10,9,10,8,7,3,2,0
shp,88,8,10,7,9,3,3,10,9,6,5
shp,59,8,2,10,10,2,9,-0,5,1,8
shp,41,3,7,7,9,3,7,6,7,3,3
shp,40,9,10,6,6,4,10,8,8,4,8
shp,70,9,7,9,10,5,9,8,9,1,3
shp,41,9,7,10,9,8,8,3,7,2,0
shp,46,7,2,5,8,10,8,5,8,1,0
shp,33,8,3,8,8,7,8,6,8,2,2
shp,38,8,10,2,10,1,10,3,8,4,8
shp,44,3,2,7,8,2,7,6,7,6,4
shp,49,7,8,8,8,4,7,7,6,5,7
shp,58,9,6,6,8,10,10,8,6,2,2
shp,50,7,10,9,8,10,8,6,5,5,3
shp,34,6,8,8,8,6,7,5,5,3,5
shp,37,6,2,6,8,5,6,3,4,3,3
shp,68,8,3,8,8,3,5,8,8,2,4
shp,67,6,8,3,9,3,3,8,10,3,8
shp,52,10,7,3,7,10,10,2,10,3,2
shp,34,8,8,7,8,9,8,5,7,3,5
shp,69,10,10,10,8,10,8,3,8,5,2
shp,59,8,5,8,9,8,8,7,9,3,4
shp,55,8,8,8,7,6,8,8,7,4,6
shp,53,9,10,7,8,5,8,6,7,2,2
shp,38,7,5,3,9,8,9,7,8,1,3
shp,66,8,2,3,8,7,6,6,6,3,3
shp,54,5,1,8,8,8,9,8,8,3,2
shp,30,8,7,8,10,8,8,7,7,-0,1
shp,52,8,7,5,8,3,7,4,6,4,8
shp,82,7,2,7,8,10,9,8,9,2,1
shp,74,8,10,10,9,5,7,10,9,-0,4
shp,63,10,10,10,10,-0,5,6,8,-0,5
shp,41,5,9,6,8,3,3,7,5,6,7
shp,42,6,4,7,9,6,7,5,5,2,3
shp,47,7,8,3,8,7,7,7,7,4,6
shp,62,9,6,8,8,5,8,5,8,4,6
shp,49,6,8,8,9,8,8,8,8,3,3
shp,22,6,4,7,9,7,6,7,8,1,5
shp,18,8,10,10,7,10,8,8,7,4,3
shp,83,8,10,5,9,5,10,8,9,-0,0
shp,38,4,8,8,8,5,7,7,7,1,2
shp,54,4,5,9,9,1,6,10,9,2,1
shp,22,8,8,6,8,7,8,6,7,2,3
shp,28,5,2,4,8,2,7,8,7,5,2
shp,58,10,10,8,10,9,8,1,8,5,6
shp,22,7,6,7,8,5,10,6,6,2,3
shp,85,8,10,10,8,10,8,10,8,2,0
shp,58,7,2,6,8,3,6,5,8,3,3
shp,54,10,0,10,10,10,8,3,7,10,10
shp,31,5,5,8,9,8,7,8,6,3,2
shp,31,7,6,7,8,3,7,4,5,5,6
shp,49,3,4,7,5,3,3,3,4,6,8
shp,47,8,1,3,10,9,8,7,8,2,1
shp,52,6,7,5,7,3,4,7,5,5,4
shp,38,6,5,7,8,8,7,6,4,3,3
shp,37,6,1,6,8,4,7,2,8,1,3
shp,30,7,1,10,9,9,9,10,7,2,2
shp,29,8,6,7,8,5,5,2,7,6,8
shp,69,5,5,3,9,10,6,7,7,5,4
shp,63,10,10,10,9,10,9,10,5,1,0
shp,24,6,2,6,7,5,7,7,6,4,3
shp,25,3,7,8,8,9,7,6,8,1,4
shp,43,8,3,4,10,2,8,3,8,2,8
shp,36,1,7,9,9,9,10,8,7,3,5
shp,38,5,6,5,8,2,7,6,7,2,4
shp,32,6,3,3,10,5,8,6,7,2,5
shp,59,8,10,5,10,10,8,10,8,2,3
shp,59,5,2,8,8,5,5,8,5,2,3
shp,57,6,8,3,7,4,5,7,5,2,2
shp,49,5,5,6,8,7,8,5,8,2,3
shp,51,6,4,4,8,-0,8,4,7,2,4
shp,43,6,5,4,8,5,7,5,6,3,5
shp,16,9,10,7,7,7,8,8,7,5,3
shp,54,7,5,8,8,4,7,5,5,3,5
shp,31,10,0,3,9,10,8,6,8,1,8
shp,28,6,4,5,8,10,8,5,7,2,5
shp,35,5,1,5,8,4,5,8,9,1,4
shp,36,7,3,8,9,5,7,7,9,2,3
shp,74,10,8,10,9,7,5,7,7,2,0
shp,38,7,5,6,8,7,8,5,8,3,3
shp,38,7,6,3,9,5,9,2,10,2,7
shp,39,4,5,6,7,5,5,6,6,6,3
shp,78,8,8,8,8,10,9,8,10,2,3
shp,77,5,0,10,10,5,10,8,3,5,0
shp,54,6,6,3,7,6,7,4,5,3,7
shp,24,9,10,4,9,9,9,3,7,2,2
shp,23,7,7,3,8,5,7,4,7,3,3
shp,17,8,7,5,9,2,7,6,7,1,3
shp,71,2,0,9,10,2,3,10,4,8,8
shp,56,2,7,2,9,2,9,3,8,-0,0
shp,44,5,5,5,7,5,8,7,5,5,3
shp,15,8,7,8,7,8,8,8,8,2,5
shp,42,10,9,3,8,8,7,7,8,2,2
shp,47,8,3,7,8,3,7,3,7,3,3
shp,56,10,0,10,10,10,9,10,7,-0,0
shp,67,10,8,9,10,5,9,10,7,1,5
shp,55,9,9,6,9,9,9,6,9,3,2
shp,57,5,3,10,9,7,10,10,6,-0,4
shp,58,5,10,10,10,10,9,10,5,2,0
shp,46,7,3,6,8,7,8,7,8,2,3
shp,72,9,5,8,8,9,10,10,10,10,2
shp,40,7,10,6,9,6,7,5,9,3,4
shp,37,7,7,5,6,4,5,5,6,2,5
shp,83,5,6,10,9,1,3,10,5,7,7
shp,55,9,5,1,8,10,9,5,7,1,2
shp,64,7,0,7,9,4,5,5,5,3,5
shp,60,6,5,3,8,5,6,6,6,6,5
shp,80,4,7,8,10,3,8,8,10,3,2
shp,79,5,10,10,10,10,10,10,10,-0,0
shp,55,3,8,10,10,7,7,8,8,-0,0
shp,53,8,4,7,9,5,8,8,8,2,2
shp,27,5,3,7,9,1,5,7,4,1,3
shp,24,10,5,10,6,10,8,9,7,-0,0
shp,22,9,7,8,9,8,8,8,6,1,3
shp,66,7,5,10,8,10,10,10,7,3,7
shp,70,4,6,7,7,3,7,7,6,6,7
shp,51,7,3,4,7,5,8,5,7,4,6
shp,51,7,7,8,8,4,7,5,7,3,1
shp,20,1,9,2,2,7,4,3,5,9,9
shp,32,9,3,7,9,10,7,7,8,5,7
shp,43,9,4,7,8,7,8,5,8,3,3
shp,83,8,5,5,5,2,8,5,7,5,1
shp,51,6,4,6,7,7,8,7,7,3,8
shp,20,2,2,3,7,4,5,8,3,7,8
shp,46,8,7,8,9,7,6,8,8,3,3
shp,46,9,10,4,10,10,9,7,10,8,8
shp,56,7,7,5,7,10,6,7,8,3,4
shp,23,8,10,2,8,6,8,8,7,6,5
shp,73,8,5,6,9,4,7,5,8,3,5
shp,74,7,6,5,8,4,8,5,7,3,4
shp,80,8,5,5,7,5,7,8,8,4,8
shp,25,8,0,4,10,9,8,7,3,3,9
shp,22,7,4,7,10,7,10,9,9,-0,1
shp,19,4,4,5,9,7,8,8,8,4,8
shp,55,9,2,9,10,10,10,10,2,-0,0
shp,40,3,3,5,8,5,8,7,7,5,3
shp,34,2,5,7,9,6,10,5,6,6,4
shp,77,5,4,8,7,3,7,7,8,4,5
shp,50,7,4,9,8,8,8,7,8,3,5
shp,23,10,9,5,8,10,9,6,3,2,1
shp,22,9,1,4,9,8,10,6,8,2,3
shp,29,5,2,8,8,6,8,6,9,2,2
shp,81,8,8,5,10,2,8,9,10,2,0
shp,73,10,10,3,5,10,10,10,8,-0,8
shp,75,5,0,8,8,5,5,9,8,2,0
shp,75,8,6,5,10,5,8,5,7,-0,4
shp,74,5,1,9,10,10,5,9,7,1,2
shp,72,4,8,1,8,4,6,10,7,3,1
shp,38,2,1,9,8,8,8,8,7,2,2
shp,41,7,8,5,8,3,7,7,6,1,4
shp,36,5,8,7,9,9,9,4,8,6,6
shp,43,3,2,4,8,7,8,6,8,5,5
shp,56,5,0,5,10,2,10,10,5,2,0
shp,69,5,8,4,8,5,7,8,6,1,2
shp,68,8,2,9,8,3,7,9,6,3,5
shp,86,10,10,10,8,7,6,9,7,3,0
shp,43,7,7,2,9,6,7,6,9,3,3
shp,46,8,7,7,8,10,8,7,5,2,7
shp,16,9,9,6,7,9,9,5,8,3,6
shp,69,6,6,7,6,6,5,3,5,6,4
shp,68,5,7,5,8,5,8,3,7,3,3
shp,21,7,7,9,9,9,7,9,8,2,2
shp,41,6,10,8,9,3,8,2,8,4,3
shp,41,5,2,3,7,7,6,5,7,3,3
shp,57,6,5,3,8,4,7,1,7,2,6
shp,61,9,5,6,6,1,3,8,9,6,9
shp,60,6,8,9,9,8,6,7,7,2,5
shp,63,7,2,10,9,8,7,10,7,2,1
shp,43,9,6,5,9,9,9,8,9,1,2
shp,43,8,5,10,9,7,5,8,8,3,8
shp,45,8,3,4,8,3,6,6,5,2,3
shp,41,5,1,9,9,5,8,8,6,1,1
shp,61,6,5,8,8,6,8,6,7,3,3
shp,58,6,2,8,5,8,6,7,8,2,2
shp,53,8,7,8,8,2,7,9,8,1,2
shp,48,9,8,7,10,10,10,8,9,4,3
shp,32,3,2,7,7,4,7,6,5,4,3
shp,45,5,6,2,5,8,6,8,8,5,1
shp,18,5,5,6,8,7,8,7,7,2,2
shp,18,5,7,8,8,6,9,5,7,4,6
shp,43,7,7,8,8,7,7,6,8,2,2
shp,57,10,10,7,10,8,10,8,8,3,3
shp,39,8,7,5,8,5,8,5,5,5,5
shp,50,6,8,8,8,7,7,5,8,5,5
shp,20,4,4,4,7,7,7,8,7,5,4
shp,18,6,6,5,7,4,9,6,8,5,7
shp,51,8,5,3,5,4,3,9,6,3,5
shp,64,6,5,6,6,6,6,7,7,4,2
shp,60,6,8,8,8,8,6,4,7,4,7
shp,57,8,8,8,8,9,8,6,8,1,2
shp,52,3,6,6,7,10,9,6,9,2,0
shp,25,5,4,8,8,8,7,7,7,2,2
shp,23,7,4,6,8,10,9,5,6,2,2
shp,33,6,7,6,7,8,6,5,7,7,4
shp,28,9,10,5,7,6,7,7,3,1,1
shp,65,9,7,1,9,8,9,8,9,1,2
shp,55,8,5,5,10,5,10,8,8,-0,0
shp,64,5,5,3,8,5,8,7,8,2,2
shp,52,8,6,10,10,8,7,6,8,1,3
shp,25,4,4,6,7,3,4,5,5,5,6
shp,21,6,7,4,8,5,5,6,7,3,7
shp,26,8,7,8,8,4,8,7,9,6,6
shp,25,9,7,6,9,3,9,4,8,4,7
shp,77,10,2,10,9,10,10,2,5,3,9
shp,48,7,6,8,8,6,8,8,10,2,6
shp,17,7,10,4,6,2,8,7,8,3,5
shp,54,3,5,8,7,10,7,8,7,3,3
shp,49,7,7,10,9,8,7,10,7,3,2
shp,20,8,9,8,8,7,7,8,7,2,2
shp,15,7,5,8,9,9,7,7,5,2,2
shp,34,8,8,8,7,7,7,6,7,1,3
shp,40,10,5,6,9,3,8,7,7,2,3
shp,48,10,3,3,10,3,8,8,7,2,7
shp,64,9,10,8,9,10,9,9,9,2,5
shp,69,9,10,10,9,8,7,10,8,1,0
shp,47,7,2,9,8,9,9,6,4,2,1
shp,24,4,3,4,8,6,7,7,8,2,3
shp,22,9,8,8,9,8,8,3,8,1,2
shp,79,6,7,8,8,2,5,7,8,2,3
shp,68,10,10,10,9,10,10,10,10,-0,0
shp,72,8,1,10,7,7,10,10,8,3,0
shp,47,8,4,8,6,5,4,8,5,5,4
shp,57,4,6,6,9,5,8,3,9,3,4
shp,34,7,5,7,8,5,10,10,5,2,6
shp,32,6,2,6,5,3,10,3,5,-0,3
shp,31,8,5,3,10,2,6,-0,2,3,3
shp,27,3,8,5,10,8,5,6,7,2,7
shp,46,8,10,10,8,8,8,8,8,2,1
shp,45,5,4,2,8,4,6,10,7,4,7
shp,23,10,10,8,10,6,8,7,5,2,2
shp,21,10,7,5,8,7,8,7,8,2,7
shp,31,10,10,3,8,5,8,7,7,2,6
shp,88,8,8,3,5,7,5,8,7,6,8
shp,63,7,7,7,8,7,7,6,7,3,4
shp,39,10,10,10,9,10,9,4,6,2,5
shp,40,8,2,7,8,5,8,5,5,2,5
shp,56,8,3,8,9,5,7,5,8,2,4
shp,53,6,5,9,9,7,7,8,5,2,2
shp,48,7,7,8,9,5,8,5,8,2,8
shp,47,8,10,4,10,5,8,8,5,2,2
shp,19,8,6,3,8,8,8,6,9,1,3
shp,17,7,2,3,7,6,8,7,2,1,3
shp,48,7,7,6,8,7,8,8,8,2,3
shp,47,7,7,10,9,9,8,10,9,1,2
shp,21,7,5,5,8,4,7,5,8,1,3
shp,53,8,9,10,9,5,8,8,5,2,1
shp,18,9,9,9,9,5,10,8,10,-0,3
shp,61,9,9,8,9,5,8,4,8,3,8
shp,24,10,8,3,8,10,8,6,8,2,8
shp,18,7,2,8,9,8,8,6,7,2,3
shp,39,8,1,8,9,10,9,5,8,2,2
shp,42,8,3,10,10,3,8,5,8,4,5
shp,39,5,2,7,9,3,9,7,7,1,6
shp,37,1,10,8,9,10,9,8,8,2,5
shp,56,8,8,7,8,7,8,7,7,2,2
shp,54,7,6,8,9,8,8,6,4,3,8
shp,47,7,2,5,8,8,8,7,8,3,3
shp,65,6,2,8,10,2,8,8,10,5,8
shp,38,8,5,6,9,9,8,8,9,6,3
shp,36,9,7,5,8,9,8,7,9,6,5
shp,49,2,4,4,9,3,5,5,7,4,5
shp,72,5,8,2,8,8,7,9,8,4,2
shp,41,6,2,4,9,4,8,7,4,2,3
shp,48,7,2,5,9,5,7,6,7,2,5
shp,47,5,2,10,10,10,10,10,3,2,0
shp,43,8,7,8,10,10,8,3,3,1,2
shp,15,5,3,5,7,8,9,9,8,7,2
shp,74,3,5,6,7,5,6,5,7,5,3
shp,47,10,10,8,8,5,10,8,8,-0,2
shp,60,7,6,7,8,4,8,2,3,2,4
shp,36,5,3,8,9,5,7,5,7,6,4
shp,52,8,5,8,8,3,8,5,7,2,2
shp,40,6,2,8,7,2,8,3,8,3,7
shp,30,5,5,6,7,5,5,6,6,5,5
shp,79,5,5,3,8,5,5,6,6,2,3
shp,76,5,2,5,7,5,5,7,7,3,6
shp,58,7,8,6,9,5,8,4,7,2,5
shp,25,8,5,2,6,5,8,3,5,4,5
shp,19,5,6,6,6,5,7,7,5,4,3
shp,69,4,5,5,7,2,7,8,5,5,7
shp,54,5,3,7,7,4,6,7,7,6,3
shp,53,6,6,5,8,4,6,5,8,2,5
shp,19,7,6,4,10,5,9,3,8,2,3
shp,55,8,7,6,7,3,8,5,5,4,5
shp,79,8,10,3,5,5,8,10,5,-0,5
shp,50,5,6,4,8,5,7,3,7,5,5
shp,58,8,8,7,6,-0,10,6,10,7,9
shp,35,6,4,5,8,2,7,4,8,2,7
shp,40,8,10,7,8,5,5,5,7,2,0
shp,37,6,5,5,7,2,6,6,6,3,5
shp,34,4,6,6,7,4,6,6,6,4,3
shp,46,8,9,8,10,8,6,7,9,2,2
shp,46,5,2,8,8,2,2,6,7,3,4
shp,17,8,10,2,3,4,8,6,3,5,2
shp,36,8,7,3,10,-0,3,5,3,3,5
shp,52,5,10,9,9,1,5,5,2,1,2
shp,58,9,9,8,8,5,7,5,6,7,8
shp,21,4,2,6,6,-0,5,8,5,3,3
shp,64,8,8,8,10,2,7,6,8,2,3
shp,27,7,2,8,7,5,8,4,7,5,8
shp,25,6,6,5,10,10,8,4,6,5,5
shp,34,6,5,5,6,7,7,5,6,3,4
shp,37,8,6,7,8,6,5,6,5,3,6
shp,81,8,7,10,9,2,6,10,9,1,2
shp,21,7,5,4,8,3,7,4,6,7,9
shp,65,8,3,1,8,2,4,3,8,3,6
shp,64,6,7,5,10,-0,5,8,7,5,5
shp,52,8,6,3,7,1,9,3,9,1,6
shp,51,7,6,8,10,2,8,2,8,2,8
shp,68,7,7,8,8,-0,5,2,9,1,7
shp,56,5,4,8,9,6,8,7,8,2,3
shp,19,7,9,5,4,7,8,7,6,4,4
shp,56,5,3,8,10,5,8,7,8,1,7
shp,54,10,5,5,9,5,10,5,9,-0,8
shp,56,2,9,5,3,7,2,4,3,6,4
shp,48,8,8,5,10,8,5,8,10,-0,2
shp,18,9,5,-0,8,5,8,5,8,1,6
shp,16,6,5,7,5,8,5,5,8,8,7
shp,14,8,8,5,7,5,8,4,9,5,6
shp,29,8,10,4,8,2,7,3,5,7,3
shp,59,6,9,3,6,2,4,7,5,4,5
shp,35,4,8,9,9,3,5,7,7,3,3
shp,35,6,6,6,7,5,7,5,5,3,3
shp,31,3,7,9,9,10,6,9,6,2,3
shp,31,8,7,8,7,8,7,6,6,5,7
shp,43,5,5,8,10,10,5,10,0,1,9
shp,36,10,8,10,9,8,5,4,8,4,6
shp,49,8,5,5,8,7,7,5,8,5,5
shp,40,5,6,4,6,3,4,7,6,5,7
shp,37,7,9,7,8,9,8,8,7,5,4
shp,26,1,2,8,7,1,1,9,10,4,0
shp,52,6,4,4,7,5,5,5,5,6,7
shp,18,8,10,8,7,5,8,5,5,3,5
shp,57,5,2,8,9,5,5,8,5,5,5
shp,32,5,3,8,7,6,4,8,7,5,6
shp,44,10,7,4,9,-0,5,5,7,4,7
shp,43,7,4,7,8,4,8,5,7,3,3
shp,15,9,8,7,8,4,8,6,8,3,4
shp,54,8,2,7,7,6,8,5,5,4,5
shp,51,8,10,2,8,5,5,8,8,6,2
shp,48,7,10,5,8,5,8,7,5,5,7
shp,80,9,5,5,9,1,8,10,7,1,2
shp,73,5,10,5,10,5,8,10,7,5,0
shp,86,8,4,7,8,3,9,10,8,1,4
shp,52,7,8,8,8,2,5,7,5,3,6
shp,49,10,10,10,10,5,9,8,6,2,0
shp,23,8,8,5,7,7,7,7,3,7,7
shp,21,6,4,9,8,-0,6,8,10,7,4
shp,35,5,7,5,10,2,5,10,7,5,5
shp,68,8,8,8,8,2,6,7,7,1,2
shp,66,8,8,8,8,1,8,8,9,3,2
shp,34,3,8,8,8,5,5,7,8,5,5
shp,57,5,5,7,8,5,9,6,7,3,3
shp,37,9,8,10,10,8,10,5,6,-0,2
shp,56,7,7,8,6,4,5,5,8,4,7
shp,35,7,6,5,7,8,6,7,8,2,2
shp,29,10,10,10,9,5,9,6,7,2,2
shp,64,10,10,5,10,10,10,5,8,2,2
shp,65,7,10,3,4,6,7,5,7,3,7
shp,65,10,9,7,8,5,5,8,6,4,4
shp,43,8,8,8,10,5,8,10,5,5,2
shp,78,7,4,8,8,6,8,7,4,3,5
shp,73,8,2,8,8,2,8,8,5,2,8
shp,63,9,8,7,8,8,7,5,8,1,6
shp,61,7,5,5,10,-0,2,2,5,3,8
shp,53,10,10,3,10,4,8,8,10,-0,6
shp,51,9,7,7,7,5,7,5,7,3,5
shp,32,7,8,7,8,4,4,6,8,2,3
shp,29,7,9,10,10,9,8,7,9,2,1
shp,49,9,5,8,8,4,9,3,6,5,4
shp,47,9,2,7,9,5,8,3,6,3,6
shp,65,5,2,3,8,1,4,5,8,4,3
shp,72,10,5,-0,10,-0,1,9,10,-0,5
shp,72,7,4,10,8,-0,10,6,8,2,8
shp,66,7,5,9,9,4,5,9,7,3,2
shp,62,7,9,10,10,5,9,8,8,3,1
shp,69,8,9,7,8,3,8,9,5,2,1
shp,69,8,4,4,8,4,8,5,7,4,7
shp,68,5,7,8,10,-0,5,7,9,3,6
shp,43,7,6,5,9,10,9,7,7,4,0
shp,43,9,5,7,10,10,9,-0,10,-0,1
shp,37,8,8,7,6,8,8,6,3,3,2
shp,75,5,4,7,8,-0,8,7,5,6,7
shp,61,6,8,1,8,4,8,5,7,3,5
shp,58,8,8,10,9,5,8,8,8,2,2
shp,71,7,4,8,8,2,9,6,8,1,4
shp,71,9,9,5,10,10,10,9,9,5,8
shp,49,10,2,3,8,3,8,3,8,2,3
shp,43,7,4,7,9,7,7,5,8,3,5
shp,40,4,7,8,8,5,8,8,8,2,2
shp,17,3,3,5,6,10,7,7,10,5,2
shp,51,10,10,10,10,2,1,9,8,5,6
shp,21,1,5,7,8,2,0,8,2,2,5
shp,50,8,7,10,10,8,9,6,6,6,9
shp,43,7,7,7,8,7,7,5,5,5,6
shp,48,4,5,8,7,3,6,6,6,1,9
shp,23,8,5,5,9,5,7,7,5,2,4
shp,16,10,10,9,7,9,10,10,6,9,8
shp,52,6,8,10,9,4,4,4,9,6,6
shp,47,8,9,9,7,9,6,8,5,3,5
shp,48,6,5,6,8,5,6,5,5,4,6
shp,22,10,5,10,10,10,10,10,10,-0,0
shp,58,8,8,10,8,5,8,10,8,2,0
shp,61,8,5,8,8,10,8,5,8,5,5
shp,23,5,2,8,6,8,8,8,9,1,1
shp,77,8,4,6,8,1,8,3,9,3,8
shp,77,6,2,7,7,3,6,7,7,3,5
shp,40,9,8,5,9,8,8,3,9,3,1
shp,80,7,6,8,9,8,8,8,8,3,2
shp,42,10,5,2,10,10,10,5,10,2,0
shp,41,8,4,8,8,2,5,7,6,3,4
shp,48,7,8,10,10,10,8,7,10,3,3
shp,41,8,7,5,8,10,7,5,4,8,10
shp,40,8,8,10,10,5,10,10,9,2,2
shp,42,9,3,8,10,5,7,3,7,2,5
shp,40,5,9,7,7,5,6,7,7,2,1
shp,42,10,3,10,9,9,9,7,8,2,0
shp,42,5,8,8,9,-0,7,8,9,4,2
shp,16,9,8,7,8,7,7,7,6,5,3
shp,14,8,3,4,7,4,7,5,8,1,5
shp,63,6,5,4,9,5,8,6,7,2,5
shp,27,8,2,7,8,10,5,7,8,5,2
shp,48,7,7,7,8,5,7,5,5,5,5
shp,22,7,5,3,5,-0,1,2,2,2,6
shp,18,6,8,1,5,1,2,1,5,1,5
shp,43,7,6,8,7,8,8,7,8,2,0
shp,45,8,8,10,10,5,6,7,2,7,4
shp,35,5,6,3,8,10,6,7,8,1,4
shp,42,8,5,8,9,5,10,8,7,2,5
shp,17,9,7,2,8,5,7,6,8,2,3
shp,70,8,10,5,10,-0,10,10,10,-0,10
shp,53,6,10,4,10,4,6,-0,0,10,10
shp,25,5,7,6,10,10,8,8,7,5,6
shp,17,9,8,2,7,6,9,5,3,7,8
shp,49,8,0,10,10,4,8,3,0,-0,0
shp,47,10,10,10,10,4,10,10,8,2,7
shp,15,8,4,5,4,9,8,5,5,6,4
shp,43,9,8,5,8,6,8,4,8,2,4
shp,48,7,10,5,8,4,7,1,6,3,4
shp,69,6,8,3,7,2,8,6,9,3,3
shp,69,7,6,9,9,8,8,8,10,1,1
shp,24,5,5,5,8,10,6,8,8,5,5
shp,67,5,5,2,8,6,8,5,8,2,8
shp,59,5,5,10,10,5,8,5,10,2,5
shp,31,2,7,9,5,7,5,9,5,7,2
shp,29,9,2,10,9,6,7,8,9,5,5
shp,38,8,8,8,10,5,8,8,10,1,2
shp,51,9,8,5,9,5,9,6,8,4,5
shp,61,6,5,10,9,4,7,8,8,1,4
shp,60,5,0,5,9,2,8,8,8,3,8
shp,59,8,10,10,10,3,8,10,8,1,2
